"","ID","Description","Count","GeneRatio","geneID"
"GO:0098748","GO:0098748","endocytic adaptor activity",0,"0/194",""
"GO:0005200","GO:0005200","structural constituent of cytoskeleton",0,"0/194",""
"GO:0005201","GO:0005201","extracellular matrix structural constituent",0,"0/194",""
"GO:0005212","GO:0005212","structural constituent of eye lens",0,"0/194",""
"GO:0005213","GO:0005213","structural constituent of chorion",0,"0/194",""
"GO:0008147","GO:0008147","structural constituent of bone",0,"0/194",""
"GO:0008307","GO:0008307","structural constituent of muscle",0,"0/194",""
"GO:0016490","GO:0016490","structural constituent of peritrophic membrane",0,"0/194",""
"GO:0017056","GO:0017056","structural constituent of nuclear pore",0,"0/194",""
"GO:0019911","GO:0019911","structural constituent of myelin sheath",0,"0/194",""
"GO:0030280","GO:0030280","structural constituent of epidermis",0,"0/194",""
"GO:0030527","GO:0030527","structural constituent of chromatin",0,"0/194",""
"GO:0032947","GO:0032947","protein-containing complex scaffold activity",0,"0/194",""
"GO:0035804","GO:0035804","structural constituent of egg coat",0,"0/194",""
"GO:0039660","GO:0039660","structural constituent of virion",0,"0/194",""
"GO:0042302","GO:0042302","structural constituent of cuticle",0,"0/194",""
"GO:0043886","GO:0043886","structural constituent of carboxysome",0,"0/194",""
"GO:0097099","GO:0097099","structural constituent of albumen",0,"0/194",""
"GO:0097493","GO:0097493","structural molecule activity conferring elasticity",0,"0/194",""
"GO:0098918","GO:0098918","structural constituent of synapse",0,"0/194",""
"GO:0005319","GO:0005319","lipid transporter activity",0,"0/194",""
"GO:0008565","GO:0008565","protein transporter activity",0,"0/194",""
"GO:0017089","GO:0017089","glycolipid transporter activity",0,"0/194",""
"GO:0034202","GO:0034202","glycolipid-translocating activity",0,"0/194",""
"GO:0034437","GO:0034437","glycoprotein transporter activity",0,"0/194",""
"GO:0000035","GO:0000035","acyl binding",0,"0/194",""
"GO:0001871","GO:0001871","pattern binding",0,"0/194",""
"GO:0003823","GO:0003823","antigen binding",0,"0/194",""
"GO:0030246","GO:0030246","carbohydrate binding",0,"0/194",""
"GO:0098631","GO:0098631","cell adhesion mediator activity",0,"0/194",""
"GO:0005549","GO:0005549","odorant binding",0,"0/194",""
"GO:0008289","GO:0008289","lipid binding",0,"0/194",""
"GO:0008430","GO:0008430","selenium binding",0,"0/194",""
"GO:0015643","GO:0015643","toxic substance binding",0,"0/194",""
"GO:0019808","GO:0019808","polyamine binding",0,"0/194",""
"GO:0050840","GO:0050840","extracellular matrix binding",0,"0/194",""
"GO:0031409","GO:0031409","pigment binding",0,"0/194",""
"GO:0033226","GO:0033226","2-aminoethylphosphonate binding",0,"0/194",""
"GO:0035731","GO:0035731","dinitrosyl-iron complex binding",0,"0/194",""
"GO:0042165","GO:0042165","neurotransmitter binding",0,"0/194",""
"GO:0042562","GO:0042562","hormone binding",0,"0/194",""
"GO:0043176","GO:0043176","amine binding",0,"0/194",""
"GO:0043287","GO:0043287","poly(3-hydroxyalkanoate) binding",0,"0/194",""
"GO:0046812","GO:0046812","host cell surface binding",0,"0/194",""
"GO:0044877","GO:0044877","protein-containing complex binding",0,"0/194",""
"GO:0046790","GO:0046790","virion binding",0,"0/194",""
"GO:0046848","GO:0046848","hydroxyapatite binding",0,"0/194",""
"GO:0046904","GO:0046904","calcium oxalate binding",0,"0/194",""
"GO:0050436","GO:0050436","microfibril binding",0,"0/194",""
"GO:0050824","GO:0050824","water binding",0,"0/194",""
"GO:0050997","GO:0050997","quaternary ammonium group binding",0,"0/194",""
"GO:0070026","GO:0070026","nitric oxide binding",0,"0/194",""
"GO:0072328","GO:0072328","alkene binding",0,"0/194",""
"GO:0097243","GO:0097243","flavonoid binding",0,"0/194",""
"GO:1901567","GO:1901567","fatty acid derivative binding",0,"0/194",""
"GO:1904012","GO:1904012","platinum binding",0,"0/194",""
"GO:1904013","GO:1904013","xenon atom binding",0,"0/194",""
"GO:1904483","GO:1904483","synthetic cannabinoid binding",0,"0/194",""
"GO:1904493","GO:1904493","tetrahydrofolyl-poly(glutamate) polymer binding",0,"0/194",""
"GO:1904517","GO:1904517","MgATP(2-) binding",0,"0/194",""
"GO:1990300","GO:1990300","cellulosome binding",0,"0/194",""
"GO:0004362","GO:0004362","glutathione-disulfide reductase activity",0,"0/194",""
"GO:0004784","GO:0004784","superoxide dismutase activity",0,"0/194",""
"GO:0004791","GO:0004791","thioredoxin-disulfide reductase activity",0,"0/194",""
"GO:0032542","GO:0032542","sulfiredoxin activity",0,"0/194",""
"GO:0045174","GO:0045174","glutathione dehydrogenase (ascorbate) activity",0,"0/194",""
"GO:0050605","GO:0050605","superoxide reductase activity",0,"0/194",""
"GO:0051920","GO:0051920","peroxiredoxin activity",0,"0/194",""
"GO:0004694","GO:0004694","eukaryotic translation initiation factor 2alpha kinase activity",0,"0/194",""
"GO:0030371","GO:0030371","translation repressor activity",0,"0/194",""
"GO:0044748","GO:0044748","3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing",0,"0/194",""
"GO:0045183","GO:0045183","translation factor activity, non-nucleic acid binding",0,"0/194",""
"GO:0090079","GO:0090079","translation regulator activity, nucleic acid binding",0,"0/194",""
"GO:0090624","GO:0090624","endoribonuclease activity, cleaving miRNA-paired mRNA",0,"0/194",""
"GO:0005085","GO:0005085","guanyl-nucleotide exchange factor activity",0,"0/194",""
"GO:0016247","GO:0016247","channel regulator activity",0,"0/194",""
"GO:0030545","GO:0030545","receptor regulator activity",0,"0/194",""
"GO:0001618","GO:0001618","virus receptor activity",0,"0/194",""
"GO:0000036","GO:0000036","acyl carrier activity",0,"0/194",""
"GO:0005344","GO:0005344","oxygen carrier activity",0,"0/194",""
"GO:0016530","GO:0016530","metallochaperone activity",0,"0/194",""
"GO:0022809","GO:0022809","mobile ion carrier activity",0,"0/194",""
"GO:0097163","GO:0097163","sulfur carrier activity",0,"0/194",""
"GO:0140132","GO:0140132","iron-sulfur cluster carrier activity",0,"0/194",""
"GO:0140142","GO:0140142","nucleocytoplasmic carrier activity",0,"0/194",""
"GO:0001070","GO:0001070","RNA binding transcription regulator activity",0,"0/194",""
"GO:0001072","GO:0001072","transcription antitermination factor activity, RNA binding",0,"0/194",""
"GO:0001073","GO:0001073","transcription antitermination factor activity, DNA binding",0,"0/194",""
