"","ID","Description","Count","GeneRatio","geneID"
"GO:0003700","GO:0003700","DNA binding transcription factor activity",69,"69/1001","8929/57670/79027/23300/5449/3172/503582/153222/9753/284349/7626/22926/10363/2296/94234/326/3899/9668/2077/23152/89887/10320/1870/80818/2001/29842/9839/4778/3214/6663/29128/58524/4692/83591/51804/79618/2294/80032/6775/1499/7673/353355/148327/3662/57801/79862/152815/7020/55553/8427/93649/2099/57708/2804/125919/4088/4094/342908/83463/5933/10589/147741/342357/23435/25909/57057/22806/2016/4774"
"GO:0022857","GO:0022857","transmembrane transporter activity",63,"63/1001","80333/79085/9899/54946/114780/387700/219931/54499/54020/203859/1258/53919/6338/2703/7881/9154/136306/2555/55652/7109/27109/113829/90134/11309/343/2565/154664/57709/9177/27091/387775/80036/6533/10955/5002/51393/51305/148867/775/291/3766/1497/11001/3752/11095/6531/285195/6568/10050/776/6340/3359/1364/348980/81033/8273/6574/254428/27032/3685/65012/2706/6507"
"GO:0044877","GO:0044877","protein-containing complex binding",63,"63/1001","55140/11035/408/10272/23300/645027/388324/4318/4193/2956/55037/80315/8850/10763/3312/4646/81035/51585/960/7520/9491/4322/9887/2887/29128/3020/3824/4436/4635/2048/94/79618/4676/2764/3320/126961/9103/4082/339451/6731/81/3921/11095/85477/6594/64175/64135/1058/4088/8751/5155/3066/7456/3084/3685/11047/916/9555/8425/147372/3183/545/83715"
"GO:0060089","GO:0060089","molecular transducer activity",61,"61/1001","2064/1268/2915/51266/961/2046/2321/390195/3172/390649/8387/1132/26533/5734/2555/8793/81035/8811/960/2532/7850/3595/150681/3977/10461/4853/2565/23266/219869/9177/51284/115330/552/4158/3824/2048/94/9103/10871/3683/8633/4920/4159/51289/6092/1949/54429/2099/57115/3359/1364/387129/11024/163702/81793/10888/799/3685/8764/916/8425"
"GO:0030234","GO:0030234","enzyme regulator activity",55,"55/1001","2915/55140/9655/408/89932/388324/5922/81669/8725/6494/2719/8850/64786/10893/7520/9491/6355/653268/6295/9839/26037/10144/80760/650/84464/306/2764/6906/57018/57465/3993/134266/613/3320/5527/1029/57568/207/10294/5998/2099/388503/5576/10049/57498/5155/3053/284352/3084/23677/6439/11047/29947/5522/9555"
"GO:0003682","GO:0003682","chromatin binding",36,"36/1001","80335/5449/1059/2956/1786/8725/8850/10363/2296/326/642636/23152/6663/29128/3020/5563/8805/4676/126961/1499/81/9869/22893/7020/6594/1058/3006/2099/4088/322/10919/5933/3066/9555/3183/4774"
"GO:0008289","GO:0008289","lipid binding",34,"34/1001","80832/29091/5922/124460/5333/92017/9501/3172/9885/6402/8938/3312/5375/57732/114882/219287/273/112574/92747/1646/6456/51411/306/55614/284110/90203/207/154661/85477/2099/9362/57590/57758/9066"
"GO:0000988","GO:0000988","transcription factor activity, protein binding",32,"32/1001","11035/5449/27005/8725/676/8850/22926/2296/1991/326/6907/2077/4853/29842/4778/6663/57713/8805/5784/116931/1499/81/7020/8031/9604/93649/4088/4848/10589/3084/57057/23175"
"GO:0016491","GO:0016491","oxidoreductase activity",31,"31/1001","1593/54905/55349/92483/5066/7881/66002/3614/201140/1646/55967/7358/2731/650/51102/36/7837/2230/6713/2326/6648/64175/84105/240/5160/7295/4016/2766/7384/10493/6649"
"GO:0030246","GO:0030246","carbohydrate binding",22,"22/1001","157869/51266/114780/5066/64841/6402/2645/158326/81035/8972/79623/23266/3824/946/56241/226/89858/2595/64175/154790/26033/10462"
"GO:0048037","GO:0048037","cofactor binding",21,"21/1001","1593/54905/55140/55349/5066/6947/7881/66002/55652/80224/7358/2731/36/7837/2977/2230/6713/84706/2326/64175/2729"
"GO:0005085","GO:0005085","guanyl-nucleotide exchange factor activity",19,"19/1001","2064/5923/27147/7109/10411/9649/79961/51332/60684/8925/613/6103/10276/55785/55619/23101/5155/3084/152831"
"GO:0030545","GO:0030545","receptor regulator activity",19,"19/1001","9518/5179/7484/6355/2695/9235/650/2764/7837/4880/8741/8742/7292/8744/5155/94027/3552/3084/441549"
"GO:0005057","GO:0005057","signal transducer activity, downstream of receptor",16,"16/1001","2064/11035/2046/2321/9201/4293/10461/2048/94/1796/4920/9064/6885/4088/6300/916"
"GO:0016829","GO:0016829","lyase activity",11,"11/1001","252969/5066/7520/200558/230/646625/2731/226/2977/84105/171425"
"GO:0033218","GO:0033218","amide binding",11,"11/1001","2346/6199/8811/552/2048/4159/322/8021/84570/799/3685"
"GO:1901681","GO:1901681","sulfur compound binding",11,"11/1001","1511/2719/6402/9508/1991/6355/5549/11095/84570/3053/6649"
"GO:0140098","GO:0140098","catalytic activity, acting on RNA",9,"9/1001","10799/55794/9887/80222/51106/55699/28987/9879/4848"
"GO:0140097","GO:0140097","catalytic activity, acting on DNA",8,"8/1001","252969/1786/56655/7520/200558/84464/79618/6594"
"GO:0005201","GO:0005201","extracellular matrix structural constituent",8,"8/1001","1404/284217/3910/4584/7837/5549/2201/85301"
"GO:0060090","GO:0060090","molecular adaptor activity",7,"7/1001","160/408/387755/116449/2887/26747/8027"
"GO:0072341","GO:0072341","modified amino acid binding",7,"7/1001","5333/3312/114882/284110/85477/9362/9066"
"GO:0016874","GO:0016874","ligase activity",6,"6/1001","4193/7345/80222/55699/11001/2729"
"GO:0005044","GO:0005044","scavenger receptor activity",6,"6/1001","157869/81035/56241/84466/286133/8492"
"GO:0005319","GO:0005319","lipid transporter activity",6,"6/1001","53919/9885/114882/11309/11001/8273"
"GO:0001618","GO:0001618","virus receptor activity",6,"6/1001","26762/3921/1949/9080/3685/8764"
"GO:0003735","GO:0003735","structural constituent of ribosome",5,"5/1001","6155/6122/3921/6173/51258"
"GO:0005200","GO:0005200","structural constituent of cytoskeleton",5,"5/1001","51175/7277/3849/10382/113457"
"GO:0032947","GO:0032947","protein-containing complex scaffold activity",4,"4/1001","80852/151011/339451/916"
"GO:0042562","GO:0042562","hormone binding",4,"4/1001","8811/552/4159/799"
"GO:0005326","GO:0005326","neurotransmitter transporter activity",3,"3/1001","6533/6531/6507"
"GO:0008565","GO:0008565","protein transporter activity",3,"3/1001","91782/100128553/799"
"GO:0042165","GO:0042165","neurotransmitter binding",3,"3/1001","2731/3359/1119"
"GO:0051540","GO:0051540","metal cluster binding",3,"3/1001","55140/80224/2230"
"GO:0016247","GO:0016247","channel regulator activity",3,"3/1001","80333/7881/27091"
"GO:0004879","GO:0004879","nuclear receptor activity",2,"2/1001","3172/2099"
"GO:0098748","GO:0098748","endocytic adaptor activity",2,"2/1001","160/408"
"GO:0017056","GO:0017056","structural constituent of nuclear pore",2,"2/1001","55706/8021"
"GO:0001871","GO:0001871","pattern binding",2,"2/1001","157869/56241"
"GO:0003823","GO:0003823","antigen binding",2,"2/1001","3824/11024"
"GO:0098631","GO:0098631","cell adhesion mediator activity",2,"2/1001","29091/3921"
"GO:0005549","GO:0005549","odorant binding",2,"2/1001","390195/150681"
"GO:0004784","GO:0004784","superoxide dismutase activity",2,"2/1001","6648/6649"
"GO:0140142","GO:0140142","nucleocytoplasmic carrier activity",2,"2/1001","64328/8021"
"GO:0009975","GO:0009975","cyclase activity",1,"1/1001","2977"
"GO:0016853","GO:0016853","isomerase activity",1,"1/1001","23071"
"GO:0061783","GO:0061783","peptidoglycan muralytic activity",1,"1/1001","57115"
"GO:0004708","GO:0004708","MAP kinase kinase activity",1,"1/1001","4293"
"GO:0030297","GO:0030297","transmembrane receptor protein tyrosine kinase activator activity",1,"1/1001","3084"
"GO:0099604","GO:0099604","ligand-gated calcium channel activity",1,"1/1001","219931"
"GO:0070287","GO:0070287","ferritin receptor activity",1,"1/1001","286133"
"GO:0005212","GO:0005212","structural constituent of eye lens",1,"1/1001","1412"
"GO:0030280","GO:0030280","structural constituent of epidermis",1,"1/1001","3849"
"GO:0097493","GO:0097493","structural molecule activity conferring elasticity",1,"1/1001","2201"
"GO:0015643","GO:0015643","toxic substance binding",1,"1/1001","1828"
"GO:0050840","GO:0050840","extracellular matrix binding",1,"1/1001","3685"
"GO:0043176","GO:0043176","amine binding",1,"1/1001","3359"
"GO:1904493","GO:1904493","tetrahydrofolyl-poly(glutamate) polymer binding",1,"1/1001","2346"
"GO:0004601","GO:0004601","peroxidase activity",1,"1/1001","7837"
"GO:0004791","GO:0004791","thioredoxin-disulfide reductase activity",1,"1/1001","7295"
"GO:0030371","GO:0030371","translation repressor activity",1,"1/1001","80315"
"GO:0090079","GO:0090079","translation regulator activity, nucleic acid binding",1,"1/1001","80315"
"GO:0004133","GO:0004133","glycogen debranching enzyme activity",0,"0/1001",""
"GO:0008987","GO:0008987","quinolinate synthetase A activity",0,"0/1001",""
"GO:0010280","GO:0010280","UDP-L-rhamnose synthase activity",0,"0/1001",""
"GO:0032451","GO:0032451","demethylase activity",0,"0/1001",""
"GO:0046572","GO:0046572","versicolorin B synthase activity",0,"0/1001",""
"GO:0046905","GO:0046905","phytoene synthase activity",0,"0/1001",""
"GO:0070283","GO:0070283","radical SAM enzyme activity",0,"0/1001",""
"GO:1990055","GO:1990055","phenylacetaldehyde synthase activity",0,"0/1001",""
"GO:0000156","GO:0000156","phosphorelay response regulator activity",0,"0/1001",""
"GO:0005068","GO:0005068","transmembrane receptor protein tyrosine kinase adaptor activity",0,"0/1001",""
"GO:0005231","GO:0005231","excitatory extracellular ligand-gated ion channel activity",0,"0/1001",""
"GO:0008086","GO:0008086","light-activated voltage-gated calcium channel activity",0,"0/1001",""
"GO:0008384","GO:0008384","IkappaB kinase activity",0,"0/1001",""
"GO:0009927","GO:0009927","histidine phosphotransfer kinase activity",0,"0/1001",""
"GO:0038078","GO:0038078","MAP kinase phosphatase activity involved in regulation of innate immune response",0,"0/1001",""
"GO:0097199","GO:0097199","cysteine-type endopeptidase activity involved in apoptotic signaling pathway",0,"0/1001",""
"GO:0099107","GO:0099107","ion channel regulator activity involved in G-protein coupled receptor signaling pathway",0,"0/1001",""
"GO:1990890","GO:1990890","netrin receptor binding",0,"0/1001",""
"GO:0004873","GO:0004873","asialoglycoprotein receptor activity",0,"0/1001",""
"GO:0004998","GO:0004998","transferrin receptor activity",0,"0/1001",""
"GO:0008196","GO:0008196","vitellogenin receptor activity",0,"0/1001",""
"GO:0016964","GO:0016964","alpha-2 macroglobulin receptor activity",0,"0/1001",""
"GO:0030226","GO:0030226","apolipoprotein receptor activity",0,"0/1001",""
"GO:0030228","GO:0030228","lipoprotein particle receptor activity",0,"0/1001",""
"GO:0033568","GO:0033568","lactoferrin receptor activity",0,"0/1001",""
"GO:0061714","GO:0061714","folic acid receptor activity",0,"0/1001",""
"GO:0005199","GO:0005199","structural constituent of cell wall",0,"0/1001",""
"GO:0005213","GO:0005213","structural constituent of chorion",0,"0/1001",""
"GO:0008147","GO:0008147","structural constituent of bone",0,"0/1001",""
"GO:0008307","GO:0008307","structural constituent of muscle",0,"0/1001",""
"GO:0016490","GO:0016490","structural constituent of peritrophic membrane",0,"0/1001",""
"GO:0019911","GO:0019911","structural constituent of myelin sheath",0,"0/1001",""
"GO:0030527","GO:0030527","structural constituent of chromatin",0,"0/1001",""
"GO:0035804","GO:0035804","structural constituent of egg coat",0,"0/1001",""
"GO:0039660","GO:0039660","structural constituent of virion",0,"0/1001",""
"GO:0042302","GO:0042302","structural constituent of cuticle",0,"0/1001",""
"GO:0043886","GO:0043886","structural constituent of carboxysome",0,"0/1001",""
"GO:0097099","GO:0097099","structural constituent of albumen",0,"0/1001",""
"GO:0098918","GO:0098918","structural constituent of synapse",0,"0/1001",""
"GO:0017089","GO:0017089","glycolipid transporter activity",0,"0/1001",""
"GO:0034202","GO:0034202","glycolipid-translocating activity",0,"0/1001",""
"GO:0034437","GO:0034437","glycoprotein transporter activity",0,"0/1001",""
"GO:0000035","GO:0000035","acyl binding",0,"0/1001",""
"GO:0008430","GO:0008430","selenium binding",0,"0/1001",""
"GO:0019808","GO:0019808","polyamine binding",0,"0/1001",""
"GO:0031409","GO:0031409","pigment binding",0,"0/1001",""
"GO:0033226","GO:0033226","2-aminoethylphosphonate binding",0,"0/1001",""
"GO:0035731","GO:0035731","dinitrosyl-iron complex binding",0,"0/1001",""
"GO:0043287","GO:0043287","poly(3-hydroxyalkanoate) binding",0,"0/1001",""
"GO:0046812","GO:0046812","host cell surface binding",0,"0/1001",""
"GO:0046790","GO:0046790","virion binding",0,"0/1001",""
"GO:0046848","GO:0046848","hydroxyapatite binding",0,"0/1001",""
"GO:0046904","GO:0046904","calcium oxalate binding",0,"0/1001",""
"GO:0050436","GO:0050436","microfibril binding",0,"0/1001",""
"GO:0050824","GO:0050824","water binding",0,"0/1001",""
"GO:0050997","GO:0050997","quaternary ammonium group binding",0,"0/1001",""
"GO:0070026","GO:0070026","nitric oxide binding",0,"0/1001",""
"GO:0072328","GO:0072328","alkene binding",0,"0/1001",""
"GO:0097243","GO:0097243","flavonoid binding",0,"0/1001",""
"GO:1901567","GO:1901567","fatty acid derivative binding",0,"0/1001",""
"GO:1904012","GO:1904012","platinum binding",0,"0/1001",""
"GO:1904013","GO:1904013","xenon atom binding",0,"0/1001",""
"GO:1904483","GO:1904483","synthetic cannabinoid binding",0,"0/1001",""
"GO:1904517","GO:1904517","MgATP(2-) binding",0,"0/1001",""
"GO:1990300","GO:1990300","cellulosome binding",0,"0/1001",""
"GO:0004362","GO:0004362","glutathione-disulfide reductase activity",0,"0/1001",""
"GO:0032542","GO:0032542","sulfiredoxin activity",0,"0/1001",""
"GO:0045174","GO:0045174","glutathione dehydrogenase (ascorbate) activity",0,"0/1001",""
"GO:0050605","GO:0050605","superoxide reductase activity",0,"0/1001",""
"GO:0051920","GO:0051920","peroxiredoxin activity",0,"0/1001",""
"GO:0004694","GO:0004694","eukaryotic translation initiation factor 2alpha kinase activity",0,"0/1001",""
"GO:0044748","GO:0044748","3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing",0,"0/1001",""
"GO:0045183","GO:0045183","translation factor activity, non-nucleic acid binding",0,"0/1001",""
"GO:0090624","GO:0090624","endoribonuclease activity, cleaving miRNA-paired mRNA",0,"0/1001",""
"GO:0000036","GO:0000036","acyl carrier activity",0,"0/1001",""
"GO:0005344","GO:0005344","oxygen carrier activity",0,"0/1001",""
"GO:0016530","GO:0016530","metallochaperone activity",0,"0/1001",""
"GO:0022809","GO:0022809","mobile ion carrier activity",0,"0/1001",""
"GO:0097163","GO:0097163","sulfur carrier activity",0,"0/1001",""
"GO:0140132","GO:0140132","iron-sulfur cluster carrier activity",0,"0/1001",""
"GO:0001070","GO:0001070","RNA binding transcription regulator activity",0,"0/1001",""
"GO:0001072","GO:0001072","transcription antitermination factor activity, RNA binding",0,"0/1001",""
"GO:0001073","GO:0001073","transcription antitermination factor activity, DNA binding",0,"0/1001",""
