"","ID","Description","Count","GeneRatio","geneID"
"GO:0043176","GO:0043176","amine binding",0,"0/180",""
"GO:0043287","GO:0043287","poly(3-hydroxyalkanoate) binding",0,"0/180",""
"GO:0046812","GO:0046812","host cell surface binding",0,"0/180",""
"GO:0046790","GO:0046790","virion binding",0,"0/180",""
"GO:0046848","GO:0046848","hydroxyapatite binding",0,"0/180",""
"GO:0046904","GO:0046904","calcium oxalate binding",0,"0/180",""
"GO:0050436","GO:0050436","microfibril binding",0,"0/180",""
"GO:0050824","GO:0050824","water binding",0,"0/180",""
"GO:0050997","GO:0050997","quaternary ammonium group binding",0,"0/180",""
"GO:0070026","GO:0070026","nitric oxide binding",0,"0/180",""
"GO:0072328","GO:0072328","alkene binding",0,"0/180",""
"GO:0097243","GO:0097243","flavonoid binding",0,"0/180",""
"GO:1901567","GO:1901567","fatty acid derivative binding",0,"0/180",""
"GO:1904012","GO:1904012","platinum binding",0,"0/180",""
"GO:1904013","GO:1904013","xenon atom binding",0,"0/180",""
"GO:1904483","GO:1904483","synthetic cannabinoid binding",0,"0/180",""
"GO:1904493","GO:1904493","tetrahydrofolyl-poly(glutamate) polymer binding",0,"0/180",""
"GO:1904517","GO:1904517","MgATP(2-) binding",0,"0/180",""
"GO:1990300","GO:1990300","cellulosome binding",0,"0/180",""
"GO:0004362","GO:0004362","glutathione-disulfide reductase activity",0,"0/180",""
"GO:0004784","GO:0004784","superoxide dismutase activity",0,"0/180",""
"GO:0004791","GO:0004791","thioredoxin-disulfide reductase activity",0,"0/180",""
"GO:0032542","GO:0032542","sulfiredoxin activity",0,"0/180",""
"GO:0045174","GO:0045174","glutathione dehydrogenase (ascorbate) activity",0,"0/180",""
"GO:0050605","GO:0050605","superoxide reductase activity",0,"0/180",""
"GO:0051920","GO:0051920","peroxiredoxin activity",0,"0/180",""
"GO:0004694","GO:0004694","eukaryotic translation initiation factor 2alpha kinase activity",0,"0/180",""
"GO:0030371","GO:0030371","translation repressor activity",0,"0/180",""
"GO:0044748","GO:0044748","3'-5'-exoribonuclease activity involved in mature miRNA 3'-end processing",0,"0/180",""
"GO:0045183","GO:0045183","translation factor activity, non-nucleic acid binding",0,"0/180",""
"GO:0090079","GO:0090079","translation regulator activity, nucleic acid binding",0,"0/180",""
"GO:0090624","GO:0090624","endoribonuclease activity, cleaving miRNA-paired mRNA",0,"0/180",""
"GO:0005085","GO:0005085","guanyl-nucleotide exchange factor activity",0,"0/180",""
"GO:0016247","GO:0016247","channel regulator activity",0,"0/180",""
"GO:0030545","GO:0030545","receptor regulator activity",0,"0/180",""
"GO:0001618","GO:0001618","virus receptor activity",0,"0/180",""
"GO:0000036","GO:0000036","acyl carrier activity",0,"0/180",""
"GO:0005344","GO:0005344","oxygen carrier activity",0,"0/180",""
"GO:0016530","GO:0016530","metallochaperone activity",0,"0/180",""
"GO:0022809","GO:0022809","mobile ion carrier activity",0,"0/180",""
"GO:0097163","GO:0097163","sulfur carrier activity",0,"0/180",""
"GO:0140132","GO:0140132","iron-sulfur cluster carrier activity",0,"0/180",""
"GO:0140142","GO:0140142","nucleocytoplasmic carrier activity",0,"0/180",""
"GO:0001070","GO:0001070","RNA binding transcription regulator activity",0,"0/180",""
"GO:0001072","GO:0001072","transcription antitermination factor activity, RNA binding",0,"0/180",""
"GO:0001073","GO:0001073","transcription antitermination factor activity, DNA binding",0,"0/180",""
