"","ID","Description","Count","GeneRatio","geneID"
"GO:0007154","GO:0007154","cell communication",213,"213/748","127833/79792/9046/29108/11135/80115/2664/89780/5915/8829/246/5657/1508/51466/80309/81704/51715/83849/6352/3383/9217/255324/3175/54332/1718/109/6196/161725/9026/126567/2549/57572/442890/2099/9228/200576/51379/1936/79574/1267/54795/55188/10379/11261/1612/8408/54499/1445/81472/55741/128869/3059/1395/2146/54328/10590/30837/221178/338872/7022/55697/2272/54918/3730/5687/6247/23348/1893/8826/11240/602/219287/27148/5686/53905/4313/57624/8165/84433/5984/8935/2242/3587/10110/9267/54986/10672/2835/9289/23564/9175/9068/64061/80824/124976/8106/375449/6041/5595/2210/2261/5734/11108/79643/27344/7436/10111/51523/161253/9743/9398/6326/2887/3563/4616/111/554/2064/552/63923/7703/79971/8572/26033/51389/7025/26057/29085/124583/4900/7040/2825/344561/56147/10242/9736/2104/1535/26005/9229/8190/166752/10254/390093/247/166336/6331/9990/5872/4100/481/440503/94027/929/9684/7755/55704/324/8837/64094/23533/2719/8357/5495/4659/84727/27239/5797/80149/8350/5019/59345/973/390648/9547/2059/6814/25/4188/5983/10023/51277/8854/100820829/11331/83666/80139/1439/55818/1268/8877/860/55764/55233/4359/7855/6199/4848/5891/60370/6505/7048/23171/4869/283189/11231/23114/7482/553/53944/26538/27202/2516"
"GO:0048856","GO:0048856","anatomical structure development",207,"207/748","1062/127833/4151/9046/11135/3881/23093/727857/2664/89780/5915/8829/246/373863/81930/5657/1508/51466/2009/130557/2115/51715/140732/84750/22887/3383/1719/255324/200933/130507/3175/1718/3853/9026/80169/9119/2549/202151/442890/2099/23145/3010/10743/200576/22911/1267/54795/6670/2020/344022/8293/8408/1445/57463/26504/79820/3059/2146/54328/6444/30837/7022/94234/51066/3730/84747/3978/5687/5134/6247/1036/1893/8826/11240/602/84466/219287/27148/5686/53905/4313/57624/84433/7168/2242/100132074/57538/54986/25981/10672/1738/9289/3883/100533177/23332/124976/5595/10501/2261/5734/387267/387264/134430/7436/64377/7357/9398/6326/9245/2887/4616/440822/554/2064/552/63923/7703/79971/6694/768/7025/26057/4900/7040/56147/79983/663/6886/26005/85477/247/166336/10409/54977/6331/9990/5872/342371/168391/4016/55704/6526/324/26298/8837/51804/51299/2719/8357/387332/10141/10612/5797/29993/80149/8350/5019/59345/5501/973/78999/6988/9547/2059/9468/6814/25/10090/9421/4188/143689/1361/57591/8854/205/11331/5805/80139/55818/55109/1268/148345/8877/860/55764/150465/4135/8438/4359/7855/85464/1842/4848/1209/7048/3889/3892/3910/51043/11231/84892/23114/100288323/7482/53944/326340/2516"
"GO:0048518","GO:0048518","positive regulation of biological process",193,"193/748","1062/127833/79792/29108/11135/80115/2664/89780/5915/8829/246/373863/5657/1508/51466/2115/81704/143244/5481/340061/22887/6352/3383/1719/9217/142827/255324/3175/109/6196/10294/3782/9026/166793/80169/2549/202151/442890/2099/4210/10743/51379/1936/1676/79574/54795/6670/2020/11261/1612/8408/1445/57463/483/55741/3059/2146/10590/7022/6689/55697/84872/5687/5134/1893/8826/4673/11240/602/27148/5686/4313/64207/84433/7168/5984/8935/2242/10110/100132074/10672/54982/9289/23564/9175/23332/57628/9240/22807/56970/6041/5595/2261/5734/11108/7436/10111/51523/7357/55531/9398/2887/4616/111/23451/554/2064/552/79971/571/51389/7025/26057/29085/5935/124583/4900/7040/2958/663/9736/2104/6886/1535/55269/10396/85477/79848/247/10409/6331/160418/340485/144233/10621/481/342371/440503/929/9684/7755/55704/324/133584/26298/8837/51804/64094/23533/2719/8357/10262/4659/29993/80149/8350/5019/973/9547/2059/25/9421/11116/5983/1361/51277/57591/8854/11331/83666/80139/55818/55109/81566/1268/8877/860/150465/7855/6199/1842/4848/60370/6505/7048/23171/4869/51043/10623/7482/553/27202/2516"
"GO:0007165","GO:0007165","signal transduction",192,"192/748","9046/29108/11135/80115/2664/89780/5915/8829/246/5657/1508/51466/80309/81704/51715/6352/3383/9217/255324/3175/1718/109/6196/161725/9026/2549/57572/442890/2099/200576/51379/1936/79574/54795/55188/10379/11261/1612/8408/54499/1445/81472/55741/128869/3059/1395/2146/54328/30837/221178/338872/55697/2272/54918/3730/5687/6247/23348/1893/8826/11240/602/219287/27148/5686/53905/4313/57624/8165/84433/5984/8935/2242/3587/10110/9267/54986/10672/2835/9289/23564/9175/9068/64061/80824/124976/8106/375449/6041/5595/2210/2261/5734/11108/79643/27344/7436/10111/51523/161253/9743/9398/6326/2887/3563/4616/111/554/2064/552/63923/7703/79971/26033/51389/7025/26057/29085/124583/4900/7040/2825/344561/9736/2104/1535/26005/8190/10254/390093/247/166336/5872/4100/481/440503/94027/929/9684/7755/55704/324/8837/64094/23533/2719/8357/5495/4659/84727/27239/5797/80149/8350/59345/973/390648/9547/2059/25/4188/5983/10023/51277/8854/100820829/11331/83666/80139/1439/55818/1268/8877/860/55764/55233/7855/6199/4848/5891/60370/7048/23171/4869/283189/11231/7482/553/53944/26538/27202/2516"
"GO:0007275","GO:0007275","multicellular organism development",191,"191/748","1062/127833/4151/9046/3881/23093/727857/2664/89780/5915/8829/246/373863/81930/5657/1508/51466/2009/130557/2115/51715/84750/3383/1719/255324/200933/130507/3175/1718/3853/9026/80169/9119/2549/202151/2099/23145/3010/10743/200576/22911/1267/54795/6670/2020/344022/8293/8408/1445/57463/26504/79820/3059/2146/54328/6444/30837/7022/94234/51066/3730/84747/5687/5134/6247/1036/1893/8826/11240/602/84466/27148/5686/53905/4313/57624/84433/7168/2242/100132074/57538/54986/10672/1738/9289/3883/100533177/23332/124976/5595/10501/2261/5734/387267/387264/134430/7436/64377/9398/6326/9245/2887/4616/440822/554/2064/552/63923/7703/79971/6694/7025/26057/4900/7040/56147/6886/26005/85477/247/166336/10409/54977/6331/9990/5872/342371/4016/55704/6526/324/26298/8837/51804/51299/2719/8357/387332/10141/10612/5797/29993/80149/8350/5019/59345/5501/973/78999/6988/9547/9468/6814/25/10090/9421/4188/143689/1361/8854/205/11331/5805/80139/55109/1268/148345/8877/860/55764/150465/4135/8438/4359/7855/85464/1842/4848/1209/7048/3889/3892/3910/51043/11231/84892/23114/100288323/7482/326340/2516"
"GO:0048519","GO:0048519","negative regulation of biological process",176,"176/748","79171/29108/7559/51035/2664/89780/5915/8829/246/373863/5657/56271/51466/81704/5481/6352/3383/1719/3175/6668/1718/6196/161725/9026/166793/80169/202151/23468/442890/2099/4210/23145/9858/255057/10743/51379/1676/54795/6670/2020/91404/11261/1612/8408/1445/1476/55802/55105/3059/2146/54328/30837/7022/94234/2272/84872/3730/5687/1893/8826/11240/602/90853/23016/219287/5686/64207/7168/11335/8935/3300/25822/9289/23564/23332/9940/64061/140902/80824/22807/8863/6041/2261/5734/60468/79643/27344/7436/10111/51523/161253/2887/55466/4616/440822/147687/554/2064/552/63923/7703/571/6694/7025/26057/8187/29085/7040/27328/663/9683/6886/1535/1428/55269/10382/10254/85477/247/400961/10409/4100/340485/144233/342371/440503/929/9684/7755/55706/324/8837/51804/1071/2719/8357/5495/387332/4659/5797/29993/80149/8350/6988/9547/2059/6814/25/9421/4188/11116/143689/1361/8854/389421/11331/83666/80139/55818/81566/1268/8877/860/55764/10943/4359/7855/84749/4848/7048/23171/4869/51043/55917/27202/2516"
"GO:0048522","GO:0048522","positive regulation of cellular process",174,"174/748","1062/127833/79792/29108/11135/80115/2664/89780/5915/8829/246/373863/5657/51466/2115/81704/143244/5481/340061/22887/6352/3383/9217/142827/255324/3175/109/6196/10294/3782/9026/166793/80169/2549/202151/442890/2099/4210/10743/51379/1936/1676/79574/54795/6670/2020/11261/1612/8408/1445/57463/483/55741/3059/2146/10590/7022/6689/55697/84872/5687/5134/1893/8826/4673/11240/602/27148/5686/4313/64207/84433/7168/5984/8935/2242/100132074/10672/54982/9289/23564/9175/23332/9240/22807/56970/6041/5595/2261/5734/11108/7436/10111/51523/7357/55531/9398/2887/4616/111/554/2064/552/79971/571/51389/7025/26057/29085/5935/124583/4900/7040/2958/663/9736/2104/6886/1535/10396/85477/79848/247/6331/160418/340485/144233/481/342371/440503/929/7755/55704/324/26298/8837/51804/23533/2719/10262/4659/29993/80149/5019/9547/2059/25/9421/11116/5983/1361/51277/57591/8854/11331/83666/80139/55818/55109/81566/1268/8877/860/150465/7855/6199/4848/60370/7048/4869/51043/7482/27202/2516"
"GO:0051234","GO:0051234","establishment of localization",174,"174/748","1062/127833/79792/6891/4151/29108/2664/89780/8829/246/146167/81930/5657/1508/57657/143244/5481/51715/83849/84750/54809/340061/6352/3383/9217/142827/10216/54332/3782/9026/51634/126567/202151/25797/2733/255057/200576/1267/54795/91404/11261/1612/54499/65012/1445/60684/1476/57463/10699/26504/483/55741/54918/84747/5687/1036/1893/8826/55652/11240/602/84466/5686/84439/114571/84433/496/93100/2242/5646/1337/10110/9267/9312/221/23332/57628/80824/63895/124976/8106/95681/6041/5595/2210/5734/60468/79643/203062/7436/136306/161253/7357/55531/9885/6326/9245/2887/111/554/55374/2064/552/10898/79971/57097/6694/768/1434/29085/124583/7040/10242/80228/3310/1535/1428/8190/10254/10396/85477/247/54977/6331/727851/26515/9990/5872/7087/481/929/7755/55704/6526/55706/100128327/55314/83548/1071/2719/4659/152789/134266/147011/10612/29993/80149/5019/7450/5501/146923/6814/25/30820/1361/400966/51277/11331/1268/55764/150465/7855/84514/5223/6505/7048/23171/4869/11231/23114/55917/53944/85320/27202"
"GO:0048523","GO:0048523","negative regulation of cellular process",165,"165/748","79171/29108/7559/51035/2664/89780/5915/8829/373863/5657/56271/51466/81704/5481/6352/3383/1719/3175/6668/1718/6196/161725/9026/166793/80169/202151/23468/442890/2099/4210/23145/9858/255057/51379/1676/54795/6670/2020/11261/1612/8408/1445/1476/55105/3059/2146/54328/30837/7022/94234/2272/84872/3730/5687/1893/8826/11240/602/90853/219287/5686/64207/7168/11335/8935/3300/25822/9289/23564/23332/9940/64061/140902/80824/22807/8863/2261/5734/60468/79643/27344/7436/10111/51523/2887/55466/4616/147687/2064/552/63923/7703/571/6694/7025/26057/8187/29085/7040/27328/663/9683/6886/1535/1428/55269/10382/10254/85477/247/400961/10409/4100/340485/144233/342371/440503/929/9684/7755/55706/324/8837/51804/1071/2719/8357/5495/387332/4659/5797/29993/80149/8350/6988/9547/2059/6814/25/9421/4188/11116/143689/1361/8854/389421/11331/83666/80139/55818/81566/1268/8877/860/55764/10943/4359/7855/84749/4848/7048/23171/4869/51043/27202"
"GO:0048869","GO:0048869","cellular developmental process",150,"150/748","127833/4151/9046/11135/3881/23093/2664/89780/5915/8829/373863/5657/1508/51466/2009/2115/140732/22887/3383/1719/200933/3175/3853/80169/9119/2549/202151/442890/2099/23145/3010/200576/1267/54795/6670/2020/8408/1445/57463/79820/3059/2146/54328/6444/30837/94234/6689/3730/84747/5687/5134/8826/602/84466/5686/4313/57624/84433/7168/2242/100132074/54986/25981/10672/1738/9289/3883/100533177/23332/6041/5595/10501/2261/5734/387267/387264/134430/7436/9398/2887/4616/440822/2064/552/63923/121355/57097/51389/7025/26057/4329/7040/79983/663/6886/85477/247/10409/54977/5872/168391/55704/324/26298/8837/51804/1071/2719/8357/5797/29993/80149/8350/5501/3376/973/78999/6988/9547/2059/25/10090/9421/4188/143689/57591/8854/80139/55818/55109/1268/860/150465/4135/7855/85464/1842/4848/1209/7048/4869/3889/3892/51043/84892/23114/100288323/7482/53944/2516"
"GO:0042221","GO:0042221","response to chemical",149,"149/748","4151/9046/1577/29108/80115/51035/2664/89780/5915/8829/246/81930/5657/1508/57657/51466/2115/81704/6649/340061/6352/10243/3383/1719/9217/130507/3175/54332/1718/109/2549/2099/4210/1267/54795/10379/1612/1445/79820/81472/55741/3059/1395/2146/54328/30837/84872/54918/3730/5687/1036/116285/1893/8826/11240/5686/53905/4313/7168/496/11335/2242/3587/3300/25822/221/64061/83590/2098/8106/6041/5595/2210/2261/5734/7436/2887/3563/111/554/2064/552/7703/571/5313/51389/768/7025/29085/7040/10242/11253/2104/3310/1535/390093/54977/6331/5872/340485/144233/94027/929/4016/324/8837/2719/8357/4659/5797/80777/80149/8350/5019/59345/390648/9547/2059/6814/25/5983/1361/8854/8303/205/389421/11331/83666/80139/8886/1439/55818/1268/8877/57048/860/8438/7855/4848/6505/7048/4869/283189/11231/23114/553/26538/27202/2516"
"GO:0048583","GO:0048583","regulation of response to stimulus",132,"132/748","29108/51035/2664/89780/8829/246/1508/80309/340061/6352/3383/1719/255324/3175/161725/9026/2549/442890/2099/4210/51379/1936/79574/54795/55188/11261/1612/1445/55741/128869/3059/2146/30837/221178/338872/84872/54918/5687/6247/1893/8826/11240/602/219287/27148/5686/4313/8165/84433/5984/8935/2242/9267/54986/10672/9289/9175/23332/64061/80824/124976/6041/5595/2210/2261/5734/79643/10111/51523/9743/2887/4616/111/2064/63923/7703/79971/51389/26057/29085/124583/7040/9736/1535/26005/55269/8190/10254/247/6331/4100/144233/7087/10621/440503/94027/929/9684/7755/55706/324/8837/23533/2719/5495/80149/5019/973/9547/2059/25/4188/5983/1361/51277/11331/83666/80139/1268/8877/860/55764/7855/4848/60370/7048/23171/4869/51043/10623/7482/27202"
"GO:0065008","GO:0065008","regulation of biological quality",131,"131/748","127833/4151/29108/11135/216/51170/80115/2664/89780/8829/246/5657/57657/51466/81704/140732/83849/6352/10243/3383/9217/142827/109/9026/83875/80169/126567/57572/23468/2099/79574/1267/54795/6670/11261/54499/65012/1445/60684/57463/10699/26504/55802/483/3059/2146/10590/5687/1036/116285/23348/602/23016/5686/53905/114571/8165/84433/7168/496/5984/2242/3587/10672/2835/54982/1738/23564/63895/124976/8863/6041/5595/5734/134430/27344/10111/64377/55531/6326/111/554/271/552/66002/29085/4900/7040/10242/6886/1535/1428/10396/85477/54977/6331/9990/481/440503/7755/51804/83548/23533/29958/1071/8357/80149/8350/5019/7450/3376/275/2059/6814/25/4188/5983/1361/8854/11331/1268/57048/150465/85464/6505/23171/4869/553/53944/27202/2516"
"GO:0065009","GO:0065009","regulation of molecular function",131,"131/748","1062/29108/11135/216/51035/2664/89780/8829/5657/1508/81704/340061/6352/3383/1719/9217/255324/1718/259173/109/10294/9026/57572/202151/2099/4210/23145/9858/255057/1676/55188/11261/1612/1445/60684/1476/57463/55802/483/55105/2146/30837/221178/338872/55697/54918/3730/5687/5134/23348/1893/8826/602/90853/27148/84433/7168/23397/5984/1337/10110/3300/9267/10672/23564/9175/64061/57628/140902/80824/8106/5595/2261/79643/27344/7436/10111/161253/55531/9743/3563/4616/111/554/2064/552/6694/55255/51389/29085/7040/10242/27328/2958/663/1535/8190/340485/481/440503/94027/9684/55704/324/8837/23533/2719/4659/134266/80149/9547/146923/25/9421/30820/4188/11116/5983/11331/83666/1439/81566/1268/8877/7855/60370/7048/23171/4869/55917/553"
"GO:0006950","GO:0006950","response to stress",124,"124/748","79792/4151/29108/55218/51035/89780/8829/246/5657/1508/51466/81704/51715/84750/6649/340061/6352/3383/1719/9217/200933/9755/1718/2687/6196/161725/10294/80169/57572/23468/2099/4210/10379/1612/8408/54499/1445/55741/2146/4913/27301/3978/5687/1036/23348/1893/602/5686/53905/4313/8165/84433/7168/93100/5984/2242/10110/3300/25822/54986/10672/221/9175/23332/64061/83590/9240/6041/5595/2210/5734/27344/10111/6326/55466/4616/2064/552/7703/571/5313/51389/768/26057/7040/11253/3310/1535/55269/9990/160418/10621/481/929/9684/55706/324/8837/23533/8357/5495/80149/8350/5019/7450/6814/25/5983/1361/11331/83666/51426/1268/8877/8438/7855/4848/7048/4869/11231/10623/7482/2110/27202"
"GO:0023051","GO:0023051","regulation of signaling",114,"114/748","29108/2664/89780/8829/246/80309/6352/3383/255324/3175/161725/9026/2549/442890/2099/51379/1936/79574/54795/55188/11261/1612/1445/10699/483/128869/3059/2146/10590/30837/221178/338872/54918/5687/6247/1893/8826/11240/602/219287/27148/5686/8165/84433/5984/8935/9267/54986/10672/9289/9175/64061/80824/6041/5595/2261/79643/10111/51523/9743/2887/4616/111/2064/552/63923/7703/79971/51389/26057/29085/124583/4900/7040/9736/1535/26005/8190/10254/247/4100/481/440503/94027/929/9684/7755/324/8837/23533/2719/5495/80149/5019/9547/2059/25/4188/5983/51277/11331/83666/80139/1268/8877/860/55764/7855/4848/60370/7048/23171/7482/27202"
"GO:0009892","GO:0009892","negative regulation of metabolic process",108,"108/748","79171/29108/7559/51035/5915/373863/56271/5481/1719/6668/1718/80169/23468/442890/2099/23145/9858/1676/6670/11261/1612/1445/1476/55802/55105/3059/2146/30837/7022/94234/2272/84872/3730/5687/1893/8826/602/90853/23016/5686/64207/11335/25822/64061/140902/80824/22807/8863/6041/60468/79643/27344/7436/10111/51523/2887/4616/440822/147687/7703/571/6694/7025/8187/7040/27328/9683/6886/1428/55269/400961/10409/4100/340485/144233/342371/440503/7755/55706/324/8837/51804/2719/8357/387332/4659/80149/8350/25/9421/4188/11116/143689/1361/389421/11331/83666/80139/55818/81566/1268/860/10943/84749/4848/23171/4869/51043"
"GO:0009893","GO:0009893","positive regulation of metabolic process",107,"107/748","1062/29108/89780/5915/8829/246/373863/2115/143244/340061/22887/6352/3383/1719/9217/255324/3175/109/9026/166793/80169/2099/4210/10743/51379/6670/2020/11261/1612/8408/1445/55741/3059/2146/7022/6689/55697/84872/5134/8826/11240/602/64207/84433/5984/54982/23564/9175/22807/56970/6041/5595/2261/11108/7436/10111/4616/111/23451/554/2064/552/571/7025/5935/7040/2958/2104/6886/1535/160418/340485/144233/440503/7755/55704/324/26298/8837/51804/23533/2719/8357/10262/4659/80149/8350/25/9421/5983/51277/57591/8854/11331/83666/55818/81566/8877/860/7855/6199/60370/7048/4869/51043/27202/2516"
"GO:0033036","GO:0033036","macromolecule localization",107,"107/748","79792/6891/29108/2664/89780/8829/81930/143244/5481/51715/140732/84750/340061/6352/10243/142827/54332/1718/3782/51634/202151/2099/2733/200576/54795/11261/8408/1445/55802/483/55741/128869/2146/84747/8826/602/114571/84433/9312/57628/80824/124976/8106/95681/5595/5734/79643/203062/7436/7357/55531/9885/111/55374/2064/10898/79971/57097/1434/29085/55752/7040/26005/8190/10254/10396/85477/247/26515/5872/440145/481/440503/929/55704/55706/324/51804/83548/1071/152789/134266/147011/10612/29993/80149/5019/146923/6814/25/4188/51277/11331/83666/1268/54680/55764/7855/129303/353238/7048/23171/4869/11231/23114/27202/2516"
"GO:0051239","GO:0051239","regulation of multicellular organismal process",106,"106/748","127833/79792/29108/2664/89780/5915/8829/51466/340061/3383/9026/2549/202151/442890/2099/4210/10743/79574/54795/1445/57463/10699/1674/483/3059/2146/54328/5687/5134/1893/8826/602/84466/5686/84433/7168/2242/100132074/9312/54986/9289/23332/8863/5595/5734/134430/7436/9398/554/2064/552/63923/7025/26057/7040/10242/6886/1535/85477/247/166336/10409/6331/10621/481/342371/929/55704/6526/8837/51804/2719/8357/5495/5797/29993/80149/8350/6988/25/10090/30820/1361/11331/80139/55818/55109/1268/8877/860/55764/150465/7855/85464/4848/6505/1209/7048/23171/3910/51043/10623/7482/553/27202/2516"
"GO:0044085","GO:0044085","cellular component biogenesis",105,"105/748","1062/79792/10200/29108/11135/23093/80115/89780/8829/246/51466/5481/51715/6352/3383/200933/3175/26061/9026/2099/4210/3010/200576/79574/54795/344022/11261/8408/60684/57463/3059/26112/221178/84747/6247/8826/4673/23016/27148/7168/8935/2242/83743/3300/9312/51133/25981/23332/64061/95681/6041/5595/5734/134430/79643/117246/55466/5822/23451/8971/28987/142891/55752/7040/79983/2958/6886/1535/26005/8190/10382/10254/85477/5872/440145/4016/55704/55706/324/8837/51804/8357/51340/64979/80149/8350/7450/84269/973/2059/6814/25/11116/80139/54680/55764/65008/7855/85464/4848/6505/345895/4869/4716/23114"
"GO:0032879","GO:0032879","regulation of localization",104,"104/748","127833/79792/29108/2664/89780/8829/246/5657/57657/56271/51466/81704/5481/83849/340061/6352/3383/142827/3175/3782/9026/126567/2549/442890/255057/54795/91404/11261/1612/1445/57463/10699/483/55741/54328/221178/1893/8826/11240/7168/2242/10110/9312/54986/10672/9289/23332/57628/6041/5595/5734/161253/7357/55531/6326/2887/111/554/2064/552/63923/79971/29085/7040/1535/10396/85477/247/6331/5872/481/440503/929/7755/55704/324/51804/1071/2719/4659/5797/29993/80149/5019/5501/9547/146923/6814/25/30820/11116/1361/51277/83666/80139/1268/8877/150465/7855/7048/23171/3910/55917/27202"
"GO:0051641","GO:0051641","cellular localization",99,"99/748","1062/127833/6891/2664/89780/8829/81930/51715/140732/83849/84750/340061/10243/9217/142827/54332/3782/51634/126567/202151/2099/2733/200576/54795/11261/1445/60684/55802/483/55741/128869/2146/8826/602/2242/9312/23332/57628/80824/8106/95681/5595/60468/79643/203062/7357/55531/111/55374/2064/10898/79971/1434/29085/55752/7040/1535/26005/8190/10382/10254/85477/727851/26515/5872/440145/481/440503/55704/55706/324/100128327/51804/83548/4659/134266/29993/80149/5019/5501/146923/6814/25/11116/400966/51277/11331/83666/55764/150465/4135/7855/129303/353238/23171/4869/11231/23114/2516"
"GO:0044281","GO:0044281","small molecule metabolic process",97,"97/748","216/203/246/51715/9453/84750/79717/10243/1719/142827/3175/1718/2687/109/26061/83875/55163/1431/1267/956/11261/3035/10993/4913/2272/51573/9334/5687/1036/116285/441024/5686/84433/93100/5646/1337/5095/54982/1738/51363/221/23564/2098/5595/7436/10111/9885/586/111/51117/84532/271/552/5313/768/66002/51102/4329/7040/663/84706/1428/55229/79873/247/84842/340485/481/440503/22880/10606/6526/55706/133584/1071/122970/5019/833/3376/7264/275/10090/60490/8854/205/5805/83666/55818/2224/1268/8877/6897/2166/5223/23171/4716/2110"
"GO:0009056","GO:0009056","catabolic process",94,"94/748","123745/1577/29108/216/51170/51035/5657/1508/84669/51715/22838/84750/200933/130507/2687/161725/26061/83875/202151/4210/200576/1676/1267/956/11261/1612/8408/55802/55741/10993/4913/2272/51573/5687/1036/23016/5686/53905/4313/283807/5095/54982/1738/221/23564/83590/2098/6041/5595/79643/7436/586/5313/55255/66002/51102/4329/7040/11253/663/128387/9736/9683/84706/1428/79873/10254/128077/84842/160418/440503/2329/55706/324/29958/2719/84727/122970/80149/5019/275/25/389421/1268/8877/2166/7855/84749/129303/4848/5223/23171/4869/2110"
"GO:0009653","GO:0009653","anatomical structure morphogenesis",93,"93/748","127833/9046/11135/2664/89780/5915/8829/51466/2115/51715/22887/3383/255324/200933/3175/2549/2099/200576/1267/6670/344022/8408/57463/26504/30837/94234/51066/3730/3978/5687/6247/1893/8826/602/5686/4313/57624/7168/2242/100132074/10672/1738/9289/23332/5595/2261/134430/7436/9245/2887/2064/63923/7703/79971/768/7040/79983/6886/26005/166336/10409/6331/9990/8837/51804/2719/5797/29993/80149/78999/6988/2059/25/10090/9421/4188/1361/8854/11331/55109/8877/860/55764/150465/4135/7855/85464/1842/4848/7048/23114/7482/53944"
"GO:0050793","GO:0050793","regulation of developmental process",83,"83/748","127833/11135/2664/89780/5915/8829/3383/2549/202151/442890/2099/10743/54795/57463/3059/2146/54328/5687/5134/1893/8826/84466/5686/84433/7168/2242/100132074/54986/10672/9289/23332/2261/134430/7436/9398/2064/63923/7025/26057/7040/663/6886/85477/247/166336/10409/342371/55704/324/8837/51804/1071/2719/8357/5797/29993/80149/8350/6988/9547/2059/25/10090/1361/11331/80139/55818/55109/1268/8877/860/55764/150465/7855/85464/4848/1209/7048/3910/51043/7482/53944/2516"
"GO:0006928","GO:0006928","movement of cell or subcellular component",78,"78/748","1062/9046/29108/23093/89780/8829/81930/5657/56271/51466/80309/2115/81704/84750/6352/3383/200933/3175/109/2549/442890/23046/54795/9050/1674/483/54328/30837/221178/3730/1893/8826/11240/84466/27148/7168/2242/5646/54986/25981/10672/9289/23332/124976/5595/5734/7436/2887/2064/2993/63923/29085/7040/10396/247/6331/5872/481/55704/324/51804/5797/80149/9547/2059/25/11116/83666/80139/8877/55764/345895/7048/23171/3910/84892/23114/27202"
"GO:0048584","GO:0048584","positive regulation of response to stimulus",71,"71/748","29108/89780/8829/246/1508/340061/6352/3383/255324/9026/2549/2099/51379/1936/54795/1445/55741/3059/2146/5687/1893/8826/27148/5686/4313/84433/8935/9289/9175/6041/5595/2261/5734/51523/2887/4616/2064/79971/51389/26057/29085/124583/7040/9736/1535/55269/247/10621/929/9684/7755/8837/23533/2719/80149/5019/973/9547/2059/25/1361/51277/11331/83666/1268/7855/60370/7048/10623/7482/27202"
"GO:0006955","GO:0006955","immune response",70,"70/748","79792/6891/29108/246/5657/1508/51466/340061/6352/3383/10216/6668/9755/161725/25797/2099/4210/54795/10379/1612/1445/1476/54918/5687/1893/8826/11240/602/5686/4313/84433/93100/8935/2242/5646/221/9240/124976/6041/5595/2210/5734/9245/26057/29085/124583/7040/3310/1535/55269/10396/7087/10621/929/9684/80149/973/9547/6814/25/1361/83666/1268/7855/84514/5223/51043/10623/23114/27202"
"GO:0009605","GO:0009605","response to external stimulus",69,"69/748","79792/9046/29108/89780/8829/5657/51466/2115/340061/6352/3383/54332/161725/2549/2099/4210/1267/54795/10379/8408/54918/3730/5687/6247/11240/602/496/2242/5646/3587/23332/63895/8106/8863/6041/5595/5734/27344/7436/2887/2064/552/5313/26057/7040/1535/5872/10621/929/4016/5495/5797/80149/5019/5501/9547/25/1361/8854/83666/1439/1268/57048/7855/7048/10623/23114/7482/27202"
"GO:0007049","GO:0007049","cell cycle",68,"68/748","1062/81930/2009/65061/1719/255324/1718/6196/166793/80169/202151/23468/442890/51379/2146/26112/27301/84617/3978/5687/8826/5686/23397/5984/11335/2242/23332/64061/95681/5595/79643/10111/4616/440822/586/7703/571/26057/91750/55752/7040/6886/26005/10382/79848/247/440145/55706/324/4659/29993/901/5501/2059/348235/25/11116/143689/5983/11331/80139/8877/150465/8438/4848/5891/60370/4869"
"GO:0042127","GO:0042127","regulation of cell proliferation",65,"65/748","29108/89780/5915/8829/5657/56271/6352/255324/1718/6196/10294/166793/80169/442890/2099/54795/1445/3059/2146/7022/5134/1893/4673/4313/84433/7168/8935/2242/10110/3300/9289/9940/2261/554/2064/552/63923/7040/6886/1535/85477/247/6331/340485/342371/55704/324/8837/51804/2719/5797/25/11116/1361/8854/11331/80139/55109/8877/860/55764/7855/7048/4869/27202"
"GO:0008219","GO:0008219","cell death",65,"65/748","79792/29108/3881/89780/5915/8829/1508/81704/5481/340061/6352/3383/1718/6196/3853/9026/9119/2099/1676/2020/11261/1612/3059/2272/5134/602/84466/84433/10110/10672/23564/3883/9240/5595/2261/6326/4616/2064/7703/1434/7040/663/85477/247/340485/94027/929/7755/324/8837/51804/80149/25/8854/11331/81566/1268/8877/57048/4359/7855/7048/4869/3889/3892"
"GO:0048870","GO:0048870","cell motility",62,"62/748","9046/29108/23093/8829/5657/56271/51466/81704/84750/6352/3383/200933/3175/109/2549/442890/54795/9050/483/54328/30837/221178/1893/8826/11240/84466/7168/2242/5646/54986/25981/10672/9289/23332/124976/5595/5734/2064/2993/63923/29085/7040/10396/247/5872/481/55704/324/51804/5797/80149/9547/2059/25/11116/83666/80139/8877/7048/3910/84892/27202"
"GO:0009719","GO:0009719","response to endogenous stimulus",62,"62/748","4151/80115/5915/81930/1508/57657/6352/3383/3175/1718/109/2549/2099/54795/1445/79820/3059/1395/2146/54328/30837/3730/1036/8826/11240/4313/11335/6041/5595/2261/5734/2887/111/554/2064/552/5313/51389/768/7025/7040/2104/1535/5872/94027/324/8837/2719/5019/59345/6814/25/8854/11331/80139/8886/55818/860/4848/7048/553/2516"
