"","ID","Description","Count","GeneRatio","geneID"
"GO:0007165","GO:0007165","signal transduction",276,"276/910","2064/1454/10554/7320/5923/3656/9655/23532/408/10318/51311/9518/961/23098/4046/10272/5179/94031/8532/388324/5922/219931/4318/54499/6199/10446/2321/284217/5333/1258/9217/4193/9501/3172/390649/9201/25959/1759/153222/80315/3696/23303/6320/24138/8516/8387/6494/152/1132/26533/2719/11059/3340/8850/23399/23322/9508/347148/5734/79883/9244/22926/167359/79849/29953/2555/8938/57060/54941/9578/57732/2296/8793/4646/10752/1991/81035/5137/8811/8451/960/81858/6907/660/140462/10411/4293/3845/219287/205147/9491/55033/3595/5336/1501/6355/3977/11240/4584/3181/401258/653268/10461/1149/4853/2565/9649/23266/11213/116449/5495/51284/51348/1870/6295/246330/23564/23035/92747/150290/115330/1646/9839/2887/26037/27091/10144/57451/6663/6456/5599/7040/4692/6019/51567/51332/23334/10509/650/5563/4436/23349/155066/9886/10955/9564/5314/8805/94/55614/10927/2324/645432/3416/90427/2764/2294/55835/3993/7837/2516/6775/8027/613/3320/5527/120787/163/8741/8742/285852/1499/124976/1029/390445/10276/79754/9103/10871/2977/7292/9982/3683/8633/57568/7466/4920/775/3662/8744/25865/1265/112858/9869/10626/161725/4159/5998/51289/6648/10077/2651/64135/5972/8031/728233/9604/6092/1949/2201/79801/84962/776/284340/93649/8821/2099/345557/57115/240/4128/2162/57708/3359/22931/55619/322/8751/9397/23101/10919/3326/9241/5576/1004/57498/11024/163702/154810/7295/81793/10333/3987/148252/4036/3066/57758/94027/7456/3552/6574/84959/799/3084/5366/3685/4140/8764/5579/51057/57057/152831/729956/3430/2729/10159/10410/11183/916/5079/8425/10462/147372/545/51162/1001"
"GO:0048856","GO:0048856","anatomical structure development",269,"269/910","8929/249/2064/1454/7320/5923/5538/9655/170690/408/9320/9518/80725/23098/10272/5179/645027/92749/25914/55036/4318/10446/2321/1056/284217/8361/10585/4358/5333/1258/55327/4193/387733/27005/3172/9201/9923/81545/3696/23303/1008/3910/8516/387755/11145/64841/1397/152/55646/54443/157378/7881/2719/11059/6949/3340/8850/10893/23399/23322/130507/5734/10763/10562/158326/10643/9244/339345/22926/1412/406984/57125/10363/2296/94234/8793/28959/343472/10752/8811/8451/960/81858/3899/660/10411/3845/7520/219287/205147/9751/9491/6692/57453/5336/1501/23152/5813/28316/84283/11240/7138/4322/8214/10461/4853/5009/80224/11213/1767/4063/1870/23035/2001/1646/9839/2887/257101/26037/230/64423/56999/57451/6663/1717/6456/5599/22989/7358/7040/58524/4692/6019/51567/3020/51332/23334/10509/650/4436/9886/51804/5314/9734/8925/94/114792/55614/5784/10927/2324/3416/70/2764/2294/57465/51393/2516/613/226/163/8741/8742/1499/405754/51465/124976/10276/27443/1828/7292/339451/152503/85414/8633/84466/7466/79414/56001/4920/775/3662/57801/57549/3766/8744/1497/25865/56129/10626/5549/6547/643418/196383/85477/6223/2651/7020/6594/64175/4779/5972/8031/55553/6092/1949/10579/2201/84962/284340/93649/2099/56123/56124/54674/22931/55619/322/8751/23230/3326/9241/348980/10049/1004/57498/154810/3987/4036/3066/84570/57758/9204/4826/7456/85464/3552/84959/84750/3084/84002/3685/6439/8764/5579/51057/57057/85300/2706/23175/10493/3887/85301/113146/10159/22806/916/5079/9555/8425/6507/147372/545/6895/196374/51162/9919/1001/4774"
"GO:0009058","GO:0009058","biosynthetic process",260,"260/910","8929/2346/249/57670/2064/10554/3656/5538/79027/6155/23532/408/10318/51311/9518/10272/94031/23300/6199/8361/10585/55349/9217/4193/27005/55037/3172/9923/25959/23192/153222/80315/5980/26586/8516/11145/64841/9885/6122/55646/9753/284349/676/2719/11059/6949/3340/8850/23399/2645/9508/7626/10643/339345/22926/3614/406984/79849/26974/6157/10363/2296/94234/4646/343472/8732/1991/51585/8811/124739/6907/3899/660/10411/9668/7789/4293/3845/7520/148266/9491/6799/317649/27109/5336/79623/1501/2077/23152/5813/1582/389114/11240/54464/4584/3181/89887/79877/1149/9887/4853/5009/11213/5495/51284/1870/23564/2001/55706/9839/257101/230/26747/57451/6663/7620/9469/1717/5599/646625/29128/7358/7040/58524/4692/6019/51567/3020/57713/650/5563/80222/10955/51804/80157/5314/84464/9734/8805/94/79618/5784/10927/2294/57018/55699/29800/2516/6775/3320/116931/143/226/1499/51465/1029/92949/9939/2977/149603/7292/84808/7673/85414/23466/353355/7466/4920/3662/57801/1497/25865/79862/84706/9869/152815/10626/5549/6898/4191/22893/6223/6648/2651/7020/6594/4779/8031/55553/9604/619279/3006/84962/84312/66036/93649/8821/2099/240/1993/57708/65986/2804/125919/322/9397/10919/3326/9241/10049/342908/2813/83463/5933/7295/6173/10333/3704/3987/5122/4036/3066/8021/2766/9204/54965/342357/3552/4172/84750/3084/84002/5119/3685/25909/11047/399664/29947/5579/57057/152831/23175/10715/339983/140838/10250/54898/2729/22806/916/5079/9555/6507/9534/4809/3183/545/6895/1001/4774"
"GO:0048518","GO:0048518","positive regulation of biological process",258,"258/910","8929/79792/2064/1454/10554/7320/5923/3656/5538/9655/8832/23532/408/10318/51311/9518/80725/961/23098/1675/10272/5179/23300/388324/4318/6199/2321/8361/10585/9217/4193/9501/27005/3172/23192/1759/81545/153222/3696/6320/26586/24138/8516/1397/152/55646/54443/676/2719/11059/3340/8850/23399/2645/9508/6505/5734/10763/10562/9244/339345/117157/22926/406984/57060/54941/2296/8793/4646/343472/1991/81035/8811/8451/960/81858/6907/660/140462/10411/25769/7789/4293/3845/7520/9491/3595/6692/5336/6355/5813/3977/84283/11240/4584/3181/10461/1149/9554/4853/10590/11213/116449/4063/51284/1870/23564/92747/2001/1646/9839/2887/27091/26747/56999/57451/6663/5599/29128/7040/4692/6019/3020/10509/650/5563/4436/10955/51804/9564/5314/84464/9734/8805/94/79618/10927/2324/3416/70/90427/2764/2294/57018/55835/51393/2516/6775/8027/613/3320/116931/163/101927423/8741/8742/285852/1499/1029/10276/2977/149603/7292/152503/9982/85414/8633/7466/4920/3662/8744/25865/10294/9869/10626/6547/51289/85477/6223/6648/2651/7020/6594/64175/64135/4779/8031/55553/9604/6092/1949/2201/84962/776/284340/66036/93649/2099/57115/79677/57708/3359/54674/322/3326/9241/49856/5576/57498/5933/154810/7295/81793/10333/3987/4036/3066/4826/7456/3552/6574/25924/799/3084/5366/9066/3685/11047/399664/8764/29947/5579/57057/152831/23175/729956/27338/2729/151887/10159/84299/22806/11183/916/5079/9555/256158/6507/10462/147372/3183/545/6895/51162/9919/1001/4774/83715"
"GO:0007275","GO:0007275","multicellular organism development",244,"244/910","8929/249/2064/1454/7320/5923/5538/9655/170690/408/9320/80725/23098/10272/5179/92749/25914/55036/4318/10446/2321/1056/284217/8361/10585/4358/5333/1258/4193/387733/27005/3172/9201/9923/81545/3696/23303/1008/3910/8516/387755/11145/64841/1397/152/55646/54443/157378/7881/2719/11059/6949/3340/8850/10893/23322/130507/5734/10763/158326/9244/339345/22926/1412/406984/57125/10363/2296/94234/8793/28959/343472/10752/8811/8451/960/81858/3899/660/10411/3845/7520/9751/9491/6692/57453/5336/1501/23152/5813/28316/84283/11240/4322/8214/10461/4853/5009/11213/1767/4063/1870/23035/2001/9839/2887/257101/26037/56999/57451/6663/1717/6456/5599/22989/7358/7040/58524/4692/6019/51567/3020/51332/23334/10509/650/4436/51804/5314/9734/8925/94/114792/55614/5784/10927/2324/3416/70/2764/2294/57465/51393/2516/613/163/8741/8742/1499/124976/27443/1828/7292/339451/85414/8633/84466/7466/79414/56001/4920/775/3662/57801/57549/3766/8744/1497/25865/56129/10626/5549/6547/643418/85477/6223/2651/7020/6594/64175/4779/5972/8031/55553/6092/1949/10579/2201/284340/93649/2099/56123/56124/54674/22931/55619/322/8751/23230/3326/9241/348980/10049/1004/57498/154810/4036/3066/84570/57758/9204/4826/85464/3552/84959/84750/3084/84002/3685/6439/8764/5579/51057/57057/85300/2706/23175/3887/85301/113146/10159/22806/916/5079/9555/8425/6507/147372/545/196374/51162/9919/1001/4774"
"GO:0048519","GO:0048519","negative regulation of biological process",243,"243/910","8929/2064/7320/3656/5538/79027/9655/8832/6155/23532/408/9320/10318/51311/80725/23098/10272/29091/94031/89790/388324/5922/219931/4318/2321/8361/55210/4193/9501/3172/9201/25959/1759/153222/80315/3696/26586/24138/11145/6122/6494/152/55646/7881/2719/11059/8850/23322/2645/5734/79883/10643/9244/339345/406984/79849/57060/54941/6157/10363/57732/2296/94234/8793/28959/10752/1991/8811/8451/960/81858/6907/10411/25769/3845/7520/219287/9491/6692/5336/6355/2077/23152/5813/11240/54464/3181/7138/10461/1149/9887/9554/4853/11213/5495/57709/1870/6295/246330/23564/23035/92747/830/2001/55706/150290/9839/2887/56999/57451/6663/6456/5599/29128/7040/4692/51567/3020/57713/51332/23334/10509/650/256949/5563/4436/6048/51804/5314/84464/9734/8805/8925/94/79618/5784/2324/3416/70/90427/2764/6906/2294/55835/7837/2516/8027/613/5527/163/101927423/8741/1499/51465/56893/1029/9939/10382/7292/9982/23466/23504/7466/4920/775/3662/291/1497/124997/9869/161725/54476/5998/22893/85477/6223/6648/10077/2651/7020/64175/64135/55553/6092/1949/3006/2201/84962/84312/284340/66036/93649/2099/57708/322/79171/8751/10919/388503/3326/9241/5576/10049/83463/163702/5933/7295/6173/10333/3987/4036/3066/8021/3552/3053/84959/9858/284352/3084/5119/3685/4140/399664/29947/5579/57057/85300/10715/10493/2729/10410/84299/916/5079/9555/9534/3183/545/6895/51162/1001/4774/83715"
"GO:0051234","GO:0051234","establishment of localization",242,"242/910","79792/9342/6891/2064/1454/7320/5923/5538/80333/8832/79085/6155/408/51311/80725/961/1675/29091/54946/114780/387700/219931/4318/54499/23071/1056/124460/54020/203859/1258/55327/9217/53919/4193/9501/6338/6947/3172/9201/23192/1759/23303/8516/9885/6122/152/55646/7881/91056/9145/2719/11059/6402/64786/7277/2645/9154/6505/5734/136306/10562/10643/3614/79849/2555/8938/6157/91782/4646/1991/81035/8972/8811/960/55652/7109/10411/25769/7520/9751/9491/27109/5336/6355/9117/84283/23352/11240/3181/401258/653268/10461/84910/113829/1149/9887/11309/9554/5009/343/2565/273/112574/154664/57709/10123/830/55706/2887/27091/387775/230/56999/6456/5599/7040/80036/51332/51411/60684/6533/5563/155066/9144/6048/29789/10955/55614/5784/5002/90427/6906/2294/3993/51393/134266/29800/51305/8027/613/3320/226/163/1499/79895/51465/124976/9939/51257/27443/1828/90203/7292/6731/148867/3683/85414/84466/7466/56001/775/2512/291/3766/1497/124997/1265/10626/6547/3752/55153/196383/85477/6223/64175/64135/5972/8031/1058/10466/6568/10050/776/240/2162/286133/932/3359/2804/22931/322/9397/23230/3326/348980/8492/23431/7295/81793/6173/10333/3987/4036/8021/81033/8273/8266/10469/4826/7456/3552/6574/25924/84959/799/84750/3084/5366/9066/5119/7087/3685/25909/65012/5579/6286/51057/2706/151473/729956/10493/10250/157680/10159/9555/8645/8425/6507/10462/545/9919/1001"
"GO:0048522","GO:0048522","positive regulation of cellular process",230,"230/910","8929/79792/2064/1454/10554/7320/5923/3656/5538/9655/23532/408/10318/51311/9518/80725/961/10272/23300/388324/4318/6199/2321/10585/9217/4193/9501/27005/3172/81545/153222/6320/26586/24138/8516/1397/152/55646/54443/676/2719/3340/8850/23399/2645/9508/5734/10763/10562/9244/339345/22926/406984/57060/54941/2296/8793/4646/343472/1991/81035/8811/8451/960/81858/6907/10411/25769/7789/4293/3845/7520/9491/3595/6692/5336/6355/5813/3977/11240/3181/10461/4853/10590/116449/51284/1870/23564/2001/1646/9839/2887/27091/26747/56999/57451/6663/5599/29128/7040/4692/6019/3020/10509/650/5563/4436/10955/51804/9564/5314/84464/9734/8805/94/79618/10927/2324/3416/90427/2764/2294/57018/55835/51393/2516/6775/8027/613/3320/116931/163/101927423/8741/8742/285852/1499/1029/10276/2977/149603/7292/152503/9982/85414/8633/7466/4920/3662/8744/25865/10294/9869/10626/6547/51289/85477/6223/6648/2651/7020/6594/64175/64135/4779/8031/55553/9604/6092/1949/2201/84962/284340/66036/93649/2099/57115/79677/57708/54674/322/3326/9241/49856/5576/57498/5933/154810/7295/10333/3987/4036/3066/4826/7456/3552/6574/25924/799/3084/5366/9066/3685/11047/399664/8764/29947/5579/57057/152831/23175/729956/27338/2729/10159/84299/22806/11183/916/5079/9555/256158/6507/147372/545/6895/51162/1001/4774/83715"
"GO:0048523","GO:0048523","negative regulation of cellular process",221,"221/910","8929/2064/7320/5538/79027/9655/8832/23532/408/9320/10318/51311/80725/23098/10272/29091/94031/388324/5922/219931/4318/2321/8361/55210/4193/9501/3172/25959/1759/153222/80315/26586/11145/6494/152/55646/7881/2719/11059/8850/23322/2645/5734/79883/10643/9244/339345/406984/79849/57060/54941/10363/57732/2296/94234/8793/28959/10752/1991/8811/8451/960/6907/10411/25769/3845/7520/219287/9491/6692/5336/6355/2077/23152/5813/11240/54464/3181/10461/1149/9554/4853/11213/5495/57709/6295/246330/23564/23035/92747/830/2001/55706/150290/9839/2887/56999/57451/6663/6456/5599/29128/7040/4692/51567/3020/57713/51332/23334/10509/650/256949/5563/4436/6048/51804/5314/84464/9734/8805/8925/94/79618/5784/2324/3416/70/90427/2764/6906/2294/55835/7837/8027/613/5527/163/101927423/1499/51465/56893/1029/10382/7292/9982/23466/23504/7466/4920/775/3662/291/1497/124997/9869/161725/5998/22893/85477/6648/10077/2651/7020/64175/55553/6092/1949/3006/2201/84962/84312/66036/93649/2099/57708/322/79171/8751/10919/388503/3326/9241/5576/10049/83463/163702/5933/7295/10333/3987/4036/3066/8021/3552/3053/84959/9858/284352/3084/5119/3685/4140/399664/29947/5579/57057/85300/10715/10493/2729/84299/916/5079/9555/9534/3183/545/6895/51162/4774/83715"
"GO:0048583","GO:0048583","regulation of response to stimulus",208,"208/910","2064/1454/10554/7320/5923/3656/9655/8832/23532/408/9320/10318/51311/9518/961/23098/1675/10272/5179/94031/89790/388324/5922/4318/2321/1258/4193/9501/25959/1759/153222/6320/24138/8516/6494/152/2719/3340/8850/6402/23399/23322/9508/347148/5734/79883/9244/117157/22926/54941/57732/8793/1991/81035/8451/960/81858/6907/660/4293/3845/7520/219287/205147/9491/5336/1501/6355/3977/11240/4584/7138/653268/10461/1149/4853/9649/11213/116449/5495/51284/51348/6295/246330/23035/92747/55706/150290/1646/9839/2887/257101/26037/27091/10144/6663/6456/5599/7040/6019/23334/10509/650/5563/4436/23349/9886/10955/9564/5314/8805/94/10927/2324/90427/2764/2294/3993/7837/8027/613/3320/5527/8741/8742/285852/1499/51465/124976/1029/10276/10871/7292/9982/3683/57568/7466/4920/3662/8744/25865/112858/10626/161725/54476/5998/6223/6648/10077/2651/64135/5972/9604/6092/2201/84962/284340/93649/2099/57115/57708/322/9397/23101/10919/3326/9241/10049/57498/11024/163702/5933/7295/81793/10333/3987/4036/3066/8021/94027/7456/3552/6574/84959/799/3084/5366/9066/7087/3685/4140/5579/57057/152831/729956/2729/10159/11183/916/5079/9555/8425/10462/147372/545/6895/51162/1001"
"GO:0042221","GO:0042221","response to chemical",208,"208/910","8929/249/2064/10554/54905/7320/3656/9655/79085/408/10318/9518/23098/10272/5179/94031/387700/219931/4318/26095/2321/23071/10585/4358/9217/4193/9501/6947/3172/390649/25959/153222/80315/8516/8387/64841/6122/6494/1132/9145/26533/2719/3340/8850/6402/2645/130507/9508/6505/5734/79883/9244/22926/79849/2296/8793/4646/10752/1991/81035/960/81858/3899/10411/3845/7520/9491/55033/3595/6799/6692/5336/6355/3977/11240/54464/3181/1149/5009/343/11213/8988/246330/1646/2887/6663/6456/5599/7040/4692/3020/51332/23334/2731/51411/10509/650/5563/155066/6048/9564/9734/8805/94/55614/5784/2324/5002/3416/70/2294/7837/2516/6775/613/3320/143/120787/8741/8742/1499/51465/390445/10276/1828/55139/7292/6731/9982/148867/8633/7466/4920/3662/291/3766/8744/25865/1265/9869/2326/10626/6898/6547/6223/6648/2651/7020/64135/4779/5972/8031/55553/9604/6092/1949/2201/79801/84962/284340/93649/2099/240/4128/2162/3359/322/3326/9241/348980/5576/57498/5378/163702/7295/10333/3987/4036/3066/8273/7384/94027/3552/3053/799/3084/5366/9066/3685/8764/5579/6286/152831/2706/23175/8824/10715/3430/2729/6649/10410/916/8425/6507/147372/545/6895/1001"
"GO:0048869","GO:0048869","cellular developmental process",189,"189/910","8929/374462/249/2064/1454/7320/5923/5538/9655/23532/9518/80725/23098/10272/5179/4318/10446/2321/8361/1258/4193/27005/9201/81545/23303/1008/8516/387755/152/55646/54443/7881/676/2719/6949/8850/10893/136332/5734/10562/339345/406984/10363/2296/94234/28959/343472/10752/8811/8451/960/81858/660/10411/3845/7520/9751/9491/6692/57453/5336/1501/2077/5813/28316/84283/7138/10461/4853/80224/4063/2001/1646/9839/2887/257101/26037/230/56999/57451/6663/1717/6456/5599/7040/58524/4692/51567/3020/51332/23334/10509/650/4436/9886/51804/9734/8925/94/114792/2324/70/2294/57465/51393/2516/226/8742/1499/51465/1029/10276/1828/7292/152503/85414/8633/84466/79414/4920/3662/57801/57549/3766/8744/10626/5549/6547/643418/196383/85477/6223/2651/7020/6594/64175/4779/5972/55553/6092/1949/2201/284340/93649/2099/79677/55619/322/8751/3326/9241/348980/10049/1004/57498/5933/3987/4036/3066/84570/57758/9204/4826/7456/85464/3552/84959/3084/3685/29947/5579/51057/57057/85300/3887/85301/113146/22806/916/5079/9555/8425/6507/3183/545/6895/196374/51162/1001"
"GO:0065008","GO:0065008","regulation of biological quality",182,"182/910","9342/1454/7320/5923/5538/79085/170690/408/80725/8532/219931/54499/23071/1056/8361/4358/55349/1258/55327/9217/53919/4193/9501/6338/3172/25959/1759/387755/152/55646/66002/9145/2645/6505/347148/5734/9718/10643/29953/2555/8938/57060/2296/953/343472/1991/8811/10411/25769/3845/7520/57733/9751/9491/5336/6355/84283/54464/3181/10461/1149/9887/5009/2565/10590/23564/830/1646/26037/27091/1717/5599/7040/4692/3020/51332/2731/60684/10509/650/256949/5563/155066/4635/6048/80222/9886/51804/5314/84464/8805/94/79618/3416/90427/2764/6906/55699/51393/2516/51305/613/3320/226/101927423/8741/1499/79895/124976/1828/148867/7466/775/2512/291/57549/3766/1497/124997/4159/6547/3752/51289/85477/6223/6648/10077/2651/64175/4779/5972/8031/55553/6092/2201/776/66036/2099/4128/2162/286133/79677/3359/54674/55619/23230/3326/348980/5576/7295/10333/5122/3066/8021/81033/4826/7456/85464/3552/25924/3053/84959/799/3084/5366/9066/3685/399664/65012/5579/51057/729956/27338/2729/79608/10159/8645/8425/6507/3183/545/1001"
"GO:0006950","GO:0006950","response to stress",178,"178/910","79792/2064/1454/7320/5923/3656/9655/8832/408/9320/10318/51311/961/23098/4046/1675/5179/23300/89790/4318/54499/23071/8361/10585/4358/9217/4193/3172/9923/153222/80315/5980/24138/6494/152/64708/3340/57095/22897/5734/117157/22926/57060/54941/8793/953/4646/10752/1991/81035/8451/960/81858/124739/660/2187/4293/3845/7520/9491/55033/5336/6355/4584/10461/55775/343/11213/8988/5495/4063/51284/92747/830/55706/9839/257101/4439/3004/5599/55967/29128/7040/51567/3020/23334/650/5563/4436/6048/10955/84464/9734/94/55614/284110/2324/2294/55835/7837/51393/8344/8346/613/3320/143/285852/1499/51465/1029/10276/10871/55139/7292/3683/7466/4920/3662/10294/2326/161725/54476/6898/6547/6223/6648/10077/64135/4779/5972/84962/284340/93649/2099/57115/240/2162/286133/79677/322/8751/10919/3326/9241/5576/10049/11024/5378/163702/5933/7295/81793/10333/3066/8021/2766/9755/3552/3053/84959/84750/3084/5366/9066/8764/5579/2706/3430/2729/6649/10410/11183/9555/6507/10462/545/6895/1001"
"GO:0023051","GO:0023051","regulation of signaling",177,"177/910","2064/1454/10554/7320/5923/3656/9655/23532/408/10318/9518/23098/10272/5179/94031/388324/5922/4318/2321/1056/1258/4193/9501/3172/25959/1759/153222/6320/24138/8516/6494/152/157378/9145/2719/3340/8850/23399/23322/2645/9508/347148/79883/9244/22926/54941/57732/8793/1991/960/81858/6907/10411/25769/4293/3845/219287/205147/9491/1501/6355/3977/11240/653268/10461/1149/4853/9649/10590/11213/116449/5495/6295/246330/23035/92747/150290/1646/9839/2887/26037/27091/10144/6663/6456/5599/7040/6019/23334/650/5563/23349/9886/10955/5314/8805/94/55614/10927/2324/90427/2764/3993/7837/8027/613/5527/8741/8742/285852/1499/10276/7292/9982/57568/7466/4920/775/3662/291/3766/8744/25865/112858/10626/161725/6547/5998/6648/2651/5972/9604/2201/84962/776/284340/93649/2099/57708/9397/23101/10919/3326/9241/57498/7295/10333/3987/4036/3066/94027/4826/3552/6574/25924/84959/799/3084/5366/9066/3685/4140/5579/57057/152831/729956/2729/10159/11183/916/5079/8425/6507/147372/545/51162/1001"
"GO:0009893","GO:0009893","positive regulation of metabolic process",154,"154/910","8929/2064/1454/10554/7320/3656/9655/408/10318/51311/9518/80725/10272/23300/4318/6199/2321/8361/10585/9217/4193/27005/3172/23192/153222/3696/26586/8516/152/676/2719/11059/3340/8850/23399/2645/9244/339345/22926/54941/2296/8793/4646/343472/1991/8811/960/6907/140462/10411/7789/4293/3845/7520/5336/6355/11240/3181/10461/9554/4853/51284/1870/23564/2001/9839/26747/6663/5599/29128/7040/4692/6019/3020/650/5563/4436/51804/84464/8805/94/79618/10927/2324/3416/70/2294/57018/2516/6775/3320/116931/8741/8742/1499/2977/149603/7292/152503/85414/7466/4920/3662/25865/9869/10626/6223/2651/7020/6594/4779/8031/55553/9604/84962/284340/66036/93649/2099/322/3326/9241/5576/57498/5933/7295/10333/3987/4036/3066/3552/799/3084/5366/3685/11047/399664/29947/57057/152831/23175/27338/2729/22806/11183/916/5079/9555/147372/3183/545/6895/1001/4774"
"GO:0065009","GO:0065009","regulation of molecular function",143,"143/910","2064/1454/5923/3656/9655/80333/408/9518/80725/5179/388324/5922/4318/2321/9217/4193/6320/6494/152/7881/2719/8850/64786/10893/347148/79883/10763/9244/79849/57732/2296/8793/1991/8811/960/7109/10411/4293/3845/7520/57733/9491/6692/5336/6355/3181/653268/10461/9649/11213/112574/57709/6295/23564/150290/9839/26037/27091/10144/5599/79961/29128/7040/6019/51332/23334/60684/650/4436/4635/5314/84464/8925/79618/2324/2764/6906/57018/57465/3993/134266/613/3320/5527/143/8741/8742/1499/1029/10276/7292/23504/57568/7466/4920/3662/8744/124997/25865/10294/5998/84962/776/284340/66036/93649/2099/3359/55619/8751/23101/388503/3326/9241/5576/10049/57498/5933/7295/10333/3987/3066/94027/3552/3053/84959/9858/284352/3084/5366/6439/11047/29947/5579/5522/152831/729956/27338/10715/11183/9555/6895/1001"
"GO:0009892","GO:0009892","negative regulation of metabolic process",142,"142/910","7320/9655/6155/23532/408/9320/10318/80725/388324/4318/8361/4193/25959/80315/3696/6122/55646/2719/11059/8850/2645/79883/10643/339345/406984/79849/57060/6157/10363/57732/2296/94234/8793/1991/8811/960/6907/7520/9491/6692/2077/23152/5813/54464/3181/1149/9887/9554/4853/11213/57709/6295/55706/150290/9839/2887/57451/6663/29128/7040/51567/3020/57713/650/4436/6048/51804/84464/9734/8805/8925/94/79618/3416/90427/2764/6906/2294/613/101927423/8741/1499/51465/56893/1029/9939/7292/23466/23504/7466/1497/124997/9869/5998/22893/6223/7020/64175/55553/3006/84962/84312/66036/93649/2099/57708/322/79171/10919/388503/3326/9241/5576/10049/83463/5933/7295/6173/3987/3066/8021/3053/84959/9858/284352/3084/5119/3685/399664/29947/57057/85300/10715/2729/916/5079/9555/9534/3183/545/6895/4774"
"GO:0044085","GO:0044085","cellular component biogenesis",142,"142/910","79792/9342/1454/7320/170690/6155/728498/408/29091/23300/92749/55036/64147/1056/8361/9790/1258/4193/10799/25959/23192/1759/1008/55794/6122/55646/54443/8850/644096/136332/7277/23322/6505/22897/5734/10562/6157/91782/81035/8451/7109/81858/10411/7520/28316/7138/9554/5009/80224/219844/1767/830/55706/29070/4439/26747/57451/57495/55967/7040/80036/3020/51332/51411/60684/51678/256949/6048/9886/51804/5314/84464/94/4676/3416/70/90427/2764/54853/55835/8344/8346/8027/3320/54093/226/163/1499/1029/28987/55722/1828/10382/127733/56129/3752/22893/55153/196383/85477/6223/6648/1058/6092/3006/84962/2099/286133/56123/56124/54674/3326/348980/49856/10049/1004/171425/6173/10333/3987/7456/85464/3084/5366/9066/5119/25909/11047/51057/57057/2706/27338/113146/84299/916/9555/4809/545/6895/9919/1001/83715"
"GO:0009653","GO:0009653","anatomical structure morphogenesis",139,"139/910","8929/249/2064/1454/170690/9518/80725/23098/55036/4318/10446/2321/5333/55327/4193/387733/3172/9201/3696/23303/1008/8516/2719/6949/3340/23322/10562/158326/10643/406984/57125/2296/94234/28959/343472/10752/960/3899/10411/3845/9491/6692/57453/1501/28316/84283/7138/4322/8214/10461/4853/80224/1870/2001/9839/2887/26037/64423/56999/57451/6663/6456/7358/7040/58524/4692/6019/51332/23334/10509/650/9886/51804/9734/8925/94/55614/5784/2324/70/2294/51393/613/226/163/8742/1499/405754/10276/152503/8633/79414/4920/775/25865/5549/196383/7020/4779/55553/6092/1949/2201/84962/284340/93649/2099/55619/322/8751/9241/348980/10049/1004/57498/154810/3987/4036/3066/84570/9204/7456/85464/3552/3084/3685/6439/5579/51057/57057/10493/85301/113146/10159/5079/6507/147372/51162/1001"
"GO:0051239","GO:0051239","regulation of multicellular organismal process",137,"137/910","8929/79792/2064/1454/10554/9655/80333/8832/408/9320/51311/80725/23098/10272/5179/4318/2321/284217/8361/4193/387733/3172/81545/3696/23303/3910/11145/152/157378/2719/8850/6505/5734/10643/406984/54941/10363/2296/28959/343472/1991/8451/10411/7520/9491/3595/6692/5336/7138/10461/1149/4853/11213/5495/4063/51284/1870/9839/257101/26037/27091/56999/6663/7040/58524/6019/3020/10509/650/4436/4635/51804/9564/9734/94/2324/51393/2516/613/163/8741/8742/1499/51465/7292/85414/84466/4920/775/3662/8744/25865/10626/54476/4159/6547/3752/85477/6223/2651/7020/64175/64135/5972/55553/6092/1949/2201/776/284340/93649/2099/54674/322/3326/9241/57498/154810/81793/10333/4036/3066/81033/85464/3552/84959/3084/9066/5579/51057/57057/10159/22806/916/9555/147372/1001"
"GO:0033036","GO:0033036","macromolecule localization",137,"137/910","79792/9342/6891/2064/1454/5538/80333/6155/408/51311/80725/29091/1056/124460/1258/55327/53919/4193/9501/3172/9201/23192/23303/8516/9885/6122/152/54443/91056/9145/64786/23399/2645/5734/10643/6157/91782/4646/10411/7520/9117/3181/401258/1149/9887/11309/9554/5009/112574/154664/55706/27091/56999/5599/7040/23334/5563/155066/51804/5784/90427/3993/134266/29800/2516/8027/613/3320/163/1499/79895/51465/124976/9939/55722/90203/7292/6731/3683/56001/775/291/10626/55153/196383/85477/6223/64175/64135/5972/8031/1058/10466/2201/84962/776/2099/2804/22931/322/23230/3326/348980/10049/23431/7295/81793/6173/10333/3987/4036/8021/8273/8266/10469/4826/3552/25924/799/84750/3084/5366/9066/5119/3685/25909/399664/5579/51057/85300/729956/10250/79608/157680/9555/545/9919"
