"","ID","Description","Count","GeneRatio","geneID"
"GO:0031224","GO:0031224","intrinsic component of membrane",247,"247/910","23117/2346/374462/6891/249/57670/2064/10554/80333/8832/79085/6392/9074/51311/961/29091/54946/114780/89790/387700/5922/219931/54499/84899/10446/2321/1056/339453/55210/10585/4358/54020/203859/203074/1258/9217/53919/6338/387733/390649/120406/9201/3696/1008/8516/11145/8387/152/157378/7881/66002/1132/9145/26533/2719/3340/6402/10893/23399/9154/130507/6505/138255/5734/136306/9718/158326/22926/29953/2555/26157/399888/57125/8793/953/28959/10752/81035/8972/8811/960/55652/7109/25769/9751/3595/57453/79623/3977/401934/28316/1582/9117/84283/23352/4584/10461/84910/113829/11309/9554/4853/100288413/343/2565/23266/55776/154664/57709/4063/51284/51348/55706/115330/27091/387775/57451/9469/1717/51751/10904/80036/10509/650/946/6533/155066/9144/6048/10955/80157/5314/94/2166/2324/5002/401498/51393/29800/51305/653567/120787/8742/222642/79895/405754/51465/124976/390445/9103/51257/10871/1828/219623/7292/148867/3683/85414/8633/84466/89858/7466/79414/4920/775/291/57549/3766/8744/1497/56129/2326/388335/4159/6547/3752/51289/10004/646962/414152/10077/2651/4779/768211/100507050/6092/1949/6568/10050/776/2099/4128/286133/932/3359/2804/56123/56124/54674/9080/8751/348980/1004/57498/11024/2813/163702/81793/10333/4036/81033/8273/84570/54965/6574/84222/221687/799/84750/3084/9066/84002/7087/3685/11047/65012/8764/152831/2706/151473/729956/10715/339983/10493/54898/79608/10159/338707/10410/728888/84299/916/8645/124842/6507/10462/1001"
"GO:0043233","GO:0043233","organelle lumen",229,"229/910","8929/79792/23117/9342/6891/1454/80335/54905/7320/5538/79027/408/9320/10318/3191/1675/10272/5179/23300/388324/4318/6199/26095/23071/124460/8361/55210/9790/1059/92483/4193/10799/27005/55037/6947/3172/1759/153222/5980/55794/6122/55646/54443/2719/64708/6949/8850/644096/91833/23322/2645/541466/22897/10562/22926/3614/2296/4646/8732/1991/51585/8451/124739/6907/3899/660/2187/9668/7520/9491/55033/2077/23152/5813/196463/23352/11240/6390/4584/3181/4853/5009/80224/5495/1870/10072/150290/9839/29070/4439/230/26747/57451/6663/5599/79961/29128/7358/7040/4692/253769/51567/3020/57713/2731/51411/5563/4436/29789/80222/84464/9734/8805/50626/79618/5784/10927/2324/8859/3416/54853/57018/55835/55699/134266/2516/6775/8344/8346/3320/5527/116931/54093/226/101927423/8741/1499/56893/92949/28987/9939/55599/27443/149603/152503/23466/7466/56001/3662/2512/25865/1265/112858/79710/84706/9869/2326/10626/5549/54476/9879/5998/4191/22893/55153/6223/6648/7020/6594/64175/55553/55286/1058/10466/10579/3006/84312/93649/2099/240/1993/2162/79677/57708/65986/55619/322/10919/3326/10049/23431/5933/5122/4036/3066/8021/8266/84570/10469/9204/4172/3053/9858/84750/3084/5119/25909/6439/11047/29947/5579/6286/23175/8824/27338/339983/10493/10250/85301/6649/728888/22806/5079/9555/4809/3183/545/6895/4774"
"GO:0012505","GO:0012505","endomembrane system",189,"189/910","79792/9342/6891/2064/10554/54905/3656/5538/80333/6155/728498/408/51311/9518/961/1675/10272/5179/8532/219931/4318/54499/2321/23071/124460/10585/54020/203859/1258/9217/9501/6947/1759/80315/8516/11145/64841/6494/152/66002/9145/2719/3340/6402/64786/10893/23399/136332/10562/9718/22926/3614/2555/8938/54941/6157/57732/91782/4646/28959/1991/8972/960/55652/7109/10411/7520/9491/55033/79623/1582/9117/84283/23352/11240/4584/401258/84910/113829/9554/4853/10590/273/112574/154664/51284/55706/230/56999/57451/9469/1717/6456/7040/3801/51411/60684/5563/155066/9144/6048/29789/10955/80157/8925/55614/2166/10927/5002/90427/7837/29800/51305/8027/3320/5527/226/163/222642/256691/79895/51465/56893/92949/51257/1828/90203/6731/148867/3683/7466/2512/1497/124997/25865/1265/2326/5549/6547/2651/7020/64175/4779/10466/84962/2099/240/2162/932/2804/22931/8751/9397/23230/3326/127262/23431/57498/6173/10333/5122/4036/8021/84570/54965/25924/3053/84750/9066/84002/5119/3685/25909/6439/6286/23175/8824/10715/339983/10493/85301/54898/79608/6649/10159/338707/10410/545/9919"
"GO:0044421","GO:0044421","extracellular region part",181,"181/910","79792/2346/249/5538/8832/170690/6155/9518/961/4046/3191/1675/10272/8532/4318/10446/2321/23071/1056/284217/8361/5333/55327/92017/6338/6947/54827/1759/3696/6320/3910/1397/6122/54749/2719/11059/64786/10893/7277/9508/6505/22897/79883/10562/158326/9244/146556/29953/9578/5375/953/4646/10752/1991/81035/8972/960/10411/6692/57453/5336/6355/3977/196463/11240/6390/3181/4322/8214/10461/84064/112574/10072/23564/92747/830/230/56999/6456/7358/7040/3801/3020/51332/23334/10509/650/51678/9144/29789/5314/3416/70/6906/7837/283848/29800/8344/8346/613/3320/143/102465803/226/8741/8742/1499/256691/92949/1828/10382/7292/339451/9982/148867/3683/79414/2512/8744/1497/1265/10294/5549/4191/196383/85477/6223/6648/64175/5972/6092/2201/284340/240/2162/54674/22931/55619/8751/388503/140766/3326/9241/127262/5576/1004/2813/7295/5122/4036/84570/57758/94027/85464/3552/3053/3084/9066/5119/3685/25909/6439/4140/5579/6286/8824/10493/3887/85301/151887/6649/10159/10410/84299/9555/256158/8425/147372/3183/196374/51162"
"GO:0043228","GO:0043228","non-membrane-bounded organelle",174,"174/910","8929/9342/80335/7320/79027/83538/6155/408/80725/23098/4046/3191/92749/25914/55036/26095/64147/2321/8361/55210/9790/1059/4193/10799/55037/25959/1759/23303/5980/26586/24138/55794/6122/55646/54443/6949/8850/23399/136332/7277/64151/23322/22897/10763/339345/26157/9578/6157/2296/91782/4646/6907/10411/7520/9751/5813/23352/11240/54464/3181/7138/1149/9887/273/219844/1767/5495/23564/830/55706/9839/29070/26037/4439/230/26747/6663/22989/29128/4692/3801/51567/3020/51332/51411/256949/127495/4436/55262/9144/4635/29789/9564/5314/84464/8805/55614/79618/5784/2166/10927/70/90427/54853/55835/3993/134265/8344/8346/5527/143/54093/226/101927423/1499/1029/55722/27443/10382/339451/23466/4920/775/3662/1497/1265/9869/152815/9879/6547/22893/55153/196383/85477/6223/7020/6594/768211/1058/10579/3006/79801/84962/776/84312/93649/2099/83473/79677/10919/49856/5576/10049/5933/6173/3066/79981/7456/85464/4172/25924/9858/5119/25909/51057/3887/113146/5079/9555/4809/3183/545/196374/83715"
"GO:0005615","GO:0005615","extracellular space",170,"170/910","79792/2346/249/5538/8832/6155/9518/961/4046/3191/1675/10272/8532/4318/10446/2321/23071/1056/284217/8361/5333/55327/92017/6338/6947/54827/1759/3696/6320/3910/6122/54749/2719/11059/64786/10893/7277/9508/6505/22897/10562/9244/146556/29953/9578/5375/953/4646/10752/1991/81035/8972/960/10411/6692/57453/5336/6355/3977/196463/11240/6390/3181/4322/10461/84064/112574/10072/23564/92747/830/230/56999/6456/7358/7040/3801/3020/51332/23334/10509/650/51678/9144/29789/5314/3416/70/6906/7837/283848/29800/8344/8346/613/3320/143/102465803/226/8741/8742/1499/1828/10382/7292/339451/9982/148867/3683/79414/2512/8744/1497/1265/10294/5549/4191/196383/85477/6223/6648/64175/5972/6092/284340/240/2162/54674/22931/55619/8751/388503/3326/9241/127262/5576/1004/2813/7295/5122/4036/84570/57758/94027/85464/3552/3053/3084/9066/5119/3685/25909/6439/4140/5579/6286/8824/10493/3887/151887/6649/10159/10410/84299/9555/8425/147372/3183/196374/51162"
"GO:0044459","GO:0044459","plasma membrane part",144,"144/910","2346/9342/2064/80333/8832/9074/408/51311/80725/961/8532/387700/5922/2321/1056/339453/1258/55327/53919/6338/387733/9201/1759/80315/3696/1008/24138/8516/152/7881/66002/1132/2719/6402/10893/9154/6505/79849/29953/2555/8793/953/4646/8972/8811/960/660/25769/3845/9751/3595/3977/28316/10461/11309/4853/343/2565/273/112574/51348/23035/26037/27091/387775/57451/51332/51411/650/946/6533/5314/94/2324/5002/51393/51305/613/3320/163/8742/1499/10871/1828/7292/339451/3683/84466/79414/4920/775/291/3766/56129/4159/6547/3752/51289/10004/10077/6092/1949/6568/10050/776/286133/3359/56123/56124/322/3326/348980/5576/1004/163702/154810/81793/10333/4036/81033/84570/6574/799/3084/9066/7087/3685/11047/65012/8764/6286/51057/152831/2706/151473/729956/113146/10159/84299/916/256158/8645/6507/1001"
"GO:0031090","GO:0031090","organelle membrane",138,"138/910","9342/6891/2064/3656/79085/6392/6155/728498/408/51311/961/23098/219931/54499/124460/55210/4358/55349/1258/9217/4193/9501/6338/55037/1759/11145/64841/157378/66002/91056/9145/3340/6402/10893/23399/9718/22926/2555/54941/57732/91782/4646/28959/81035/8972/960/55652/7109/9751/27109/79623/1582/84283/23352/6390/401258/84910/113829/9554/4853/5009/10590/273/55776/112574/154664/57709/51284/23035/55706/150290/6663/9469/1717/6456/55967/3801/51332/23334/155066/9144/6048/10955/55614/2166/10927/90427/134266/8027/163/222642/79895/124976/51257/1828/55139/90203/3683/4920/291/1497/124997/2326/6547/4191/6648/2651/10466/240/4128/932/2804/22931/3326/127262/23431/10333/4036/10469/7384/84750/5366/9066/84002/5119/3685/25909/85300/23175/10715/339983/10493/113146/79608/10159/338707/10410/9919"
"GO:0043230","GO:0043230","extracellular organelle",124,"124/910","2346/249/5538/8832/6155/9518/961/4046/3191/1675/8532/4318/23071/1056/8361/5333/55327/92017/6338/54827/1759/3696/3910/6122/54749/2719/11059/64786/10893/7277/9508/6505/10562/146556/29953/9578/5375/953/4646/10752/1991/81035/8972/960/10411/6692/5336/3977/196463/11240/6390/3181/84064/112574/10072/23564/92747/830/230/6456/7358/3801/3020/51332/23334/51678/9144/29789/5314/70/6906/7837/29800/8344/8346/613/3320/143/226/8741/1499/1828/10382/148867/3683/2512/1497/1265/10294/5549/4191/196383/85477/6223/6648/64175/6092/22931/55619/8751/3326/127262/5576/1004/2813/7295/4036/3053/9066/5119/3685/25909/4140/5579/6286/10493/6649/10159/10410/84299/9555/8425/3183/196374"
"GO:0042995","GO:0042995","cell projection",106,"106/910","9342/5923/5538/83538/408/80725/23098/10272/5179/92749/25914/55036/1258/55327/1759/80315/23303/24138/8516/152/55646/54443/7881/9145/136332/23322/22897/2555/57125/9578/4646/10752/960/81858/660/10411/9751/1501/5813/54464/10461/2565/10590/219844/1767/6295/10123/23035/26037/57451/5599/7040/4692/51332/51411/9564/5314/94/70/57465/51393/134265/3320/1499/9939/10382/339451/127733/8633/84466/7466/79414/4920/57549/6547/3752/196383/85477/6092/84962/3359/55619/322/8751/3326/348980/49856/5576/8492/154810/4036/7456/25924/3084/9066/3685/6286/51057/85300/2706/729956/79608/10159/916/6507/83715"
"GO:0097458","GO:0097458","neuron part",80,"80/910","9342/5923/5538/408/80725/23098/10272/5179/8532/1258/55327/9201/1759/80315/23303/8516/152/55646/7881/9145/23322/2555/8938/57125/10752/81858/9751/1501/5813/54464/10461/2565/10590/273/6295/23035/26037/27091/26747/57451/5599/7040/4692/51332/9144/94/57465/51393/51305/613/9939/10382/339451/8633/7466/79414/4920/775/57549/3766/6547/3752/6092/3359/55619/322/348980/127262/8492/4036/25924/3084/9066/85300/729956/79608/10159/916/6507/83715"
"GO:0098805","GO:0098805","whole membrane",79,"79/910","9342/6891/2064/3656/5538/408/51311/961/23098/219931/124460/1258/4193/9501/11145/64841/91056/9145/6402/9718/2555/57732/91782/4646/81035/8972/960/55652/3845/84283/23352/401258/9554/10590/273/112574/154664/57709/51284/6663/1717/6456/23334/155066/9144/55614/90427/8027/163/222642/1499/79895/124976/51257/1828/55139/90203/3683/4920/1497/124997/6547/4128/932/22931/3326/127262/5576/10333/4036/5366/9066/5119/3685/23175/10493/10159/10410/9919"
"GO:0044463","GO:0044463","cell projection part",77,"77/910","9342/5923/408/80725/23098/10272/5179/92749/25914/55036/1258/1759/80315/23303/24138/8516/152/55646/7881/9145/23322/22897/2555/57125/4646/10752/960/81858/660/1501/5813/54464/10461/2565/10590/1767/6295/23035/26037/57451/5599/51332/5314/94/57465/51393/3320/1499/9939/10382/339451/7466/79414/4920/57549/6547/3752/196383/6092/55619/322/3326/348980/49856/5576/8492/4036/25924/3084/9066/3685/6286/51057/85300/729956/916/83715"
"GO:0098590","GO:0098590","plasma membrane region",55,"55/910","9342/2064/9074/408/80725/8532/339453/1258/55327/6338/1759/80315/24138/8516/66002/1132/6505/2555/4646/8972/960/660/9751/2565/23035/26037/27091/57451/51332/5314/5002/613/3320/1499/1828/339451/79414/3766/10004/6092/6568/10050/3359/322/3326/5576/154810/4036/3084/9066/3685/6286/51057/729956/256158"
"GO:1902494","GO:1902494","catalytic complex",54,"54/910","80335/7320/6392/408/10799/5980/24138/11059/8850/23399/130507/541466/375743/4646/8451/81858/6907/57733/9491/6390/3181/1767/55967/2731/5563/9734/114792/3416/57018/5527/56893/9939/27443/339451/7466/54476/6594/9604/84312/79677/5576/3066/2766/7384/4172/11047/29947/5522/27338/10250/2729/9555/3183/6895"
"GO:0098796","GO:0098796","membrane protein complex",53,"53/910","9342/6891/80333/6392/408/1258/55327/6338/1759/3696/1008/8516/7881/91056/23399/79849/2555/54941/91782/27109/28316/9117/6390/9554/2565/27091/55967/650/155066/6048/134266/163/1499/55139/3683/775/3752/10077/776/3359/348980/23431/1004/163702/10333/7384/799/5119/3685/2706/729956/916/1001"
"GO:0031975","GO:0031975","envelope",46,"46/910","79085/6392/23098/55210/4358/55349/55037/1759/157378/23399/22926/91782/4646/28959/9751/27109/6390/1149/5009/55706/150290/6663/1717/55967/6048/10927/5002/90427/134266/222642/55139/291/6547/4191/6648/240/4128/8021/10469/7384/5366/25909/85300/23175/339983/10493"
"GO:0009986","GO:0009986","cell surface",44,"44/910","2346/54905/51311/23071/1056/6338/3696/1008/8516/6402/1991/960/3595/57453/28316/4853/4063/56999/7040/650/5314/94/3416/51393/7292/9982/3683/79414/4920/10077/6092/286133/8751/3326/1004/4036/57758/3084/3685/10159/916/6507/51162/1001"
"GO:0044456","GO:0044456","synapse part",44,"44/910","9342/5538/408/80725/5179/8532/339453/1258/55327/9201/1759/80315/8516/152/1132/9145/2555/8938/81858/9751/2565/10590/273/26037/27091/26747/57451/9144/57465/51305/613/339451/79414/775/3766/6547/3359/55619/322/127262/8492/9066/729956/916"
"GO:0005789","GO:0005789","endoplasmic reticulum membrane",40,"40/910","6891/10554/54905/6155/51311/54499/23071/10585/54020/203859/9217/66002/23399/22926/54941/1582/9117/9554/4853/51284/1717/6048/2166/222642/51465/56893/51257/7466/2326/6547/4779/22931/54965/6439/23175/10715/339983/54898/79608/9919"
"GO:0042175","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",40,"40/910","6891/10554/54905/6155/51311/54499/23071/10585/54020/203859/9217/66002/23399/22926/54941/1582/9117/9554/4853/51284/1717/6048/2166/222642/51465/56893/51257/7466/2326/6547/4779/22931/54965/6439/23175/10715/339983/54898/79608/9919"
"GO:0099081","GO:0099081","supramolecular polymer",39,"39/910","23098/26095/64147/1759/23303/26586/8850/7277/23322/10763/4646/6907/9751/7138/1767/22989/3801/127495/4635/55614/70/55835/143/226/1499/10382/4920/775/6547/2201/776/83473/10049/7456/3887/85301/113146/196374/83715"
"GO:0031012","GO:0031012","extracellular matrix",35,"35/910","249/170690/8532/4318/10446/284217/3910/1397/2719/10893/9508/79883/158326/10752/4322/8214/56999/7040/7837/256691/92949/9982/79414/5549/64175/2201/54674/140766/85301/151887/6649/256158/8425/147372/51162"
"GO:0044297","GO:0044297","cell body",30,"30/910","80725/5179/8532/8516/7881/57125/9751/1501/5813/54464/7040/4692/94/70/51393/9939/10382/339451/4920/6547/3752/3359/322/3084/9066/2706/79608/10159/916/6507"
"GO:1990904","GO:1990904","ribonucleoprotein complex",28,"28/910","153527/6155/3191/9790/10799/55037/80315/55794/6122/339345/6157/54464/3181/9887/26747/57495/79618/28987/9939/55599/6731/6223/84962/6173/10250/4809/3183/6895"
"GO:0043235","GO:0043235","receptor complex",27,"27/910","2064/2321/3696/8516/2555/57125/960/3977/10461/4853/2565/51284/27091/650/2324/3683/4920/10077/3359/3326/163702/10333/4036/799/3685/729956/916"
"GO:0070161","GO:0070161","anchoring junction",26,"26/910","6155/29091/2321/55327/1008/8516/6122/960/3845/1501/28316/3801/9564/70/1499/1828/1265/6223/84962/8751/5576/1004/3987/8021/3685/1001"
"GO:0098794","GO:0098794","postsynapse",24,"24/910","408/80725/55327/9201/1759/80315/8516/1132/2555/81858/2565/26037/27091/57451/613/339451/79414/775/6547/3359/55619/322/729956/916"
"GO:0045177","GO:0045177","apical part of cell",24,"24/910","2064/6338/24138/8516/66002/6505/79849/4646/10752/8972/960/343/5314/5002/1499/1828/10004/5972/6568/10050/3326/154810/4036/51057"
"GO:0098793","GO:0098793","presynapse",23,"23/910","9342/5538/5179/1258/55327/1759/152/9145/2555/8938/9751/10590/273/26747/9144/57465/51305/79414/3766/322/127262/8492/9066"
"GO:0031252","GO:0031252","cell leading edge",23,"23/910","80725/24138/8516/2555/9578/4646/960/660/10411/2565/273/9564/70/3320/1499/6092/84962/322/154810/7456/3084/3685/729956"
"GO:0005911","GO:0005911","cell-cell junction",22,"22/910","9074/29091/55327/1008/157378/23322/79849/57125/9578/28316/3801/1499/1828/1265/84962/9080/1004/154810/3987/2706/916/1001"
"GO:0005929","GO:0005929","cilium",22,"22/910","9342/92749/25914/55036/1258/55646/23322/22897/10461/219844/1767/6295/23035/51332/5314/10382/127733/196383/49856/5576/25924/51057"
"GO:0097060","GO:0097060","synaptic membrane",22,"22/910","408/80725/8532/339453/55327/1759/80315/8516/1132/2555/9751/2565/26037/27091/57451/613/339451/79414/3359/322/9066/729956"
"GO:0044441","GO:0044441","ciliary part",20,"20/910","9342/92749/25914/55036/1258/55646/23322/22897/10461/1767/6295/23035/51332/5314/10382/196383/49856/5576/25924/51057"
"GO:0098552","GO:0098552","side of membrane",19,"19/910","6155/408/51311/5922/6338/7881/6402/660/3845/3595/112574/5314/1828/4036/3084/3685/10159/84299/916"
"GO:0030055","GO:0030055","cell-substrate junction",16,"16/910","6155/2321/8516/6122/960/3845/9564/70/1499/1265/6223/84962/5576/3987/8021/3685"
"GO:0019898","GO:0019898","extrinsic component of membrane",15,"15/910","408/23098/1008/7881/660/3845/28316/112574/6663/1499/124997/9397/23230/1004/1001"
"GO:0098984","GO:0098984","neuron to neuron synapse",15,"15/910","408/80725/5179/55327/9201/1759/80315/8516/81858/26037/27091/613/339451/775/729956"
"GO:0099572","GO:0099572","postsynaptic specialization",14,"14/910","408/80725/55327/9201/1759/80315/8516/81858/26037/27091/613/339451/775/729956"
"GO:0032993","GO:0032993","protein-DNA complex",13,"13/910","8361/7520/5813/3020/8344/8346/1499/3662/1058/3006/2099/4172/9555"
"GO:1990351","GO:1990351","transporter complex",13,"13/910","80333/1258/6338/7881/2555/2565/27091/775/3752/776/3359/348980/729956"
"GO:0019867","GO:0019867","outer membrane",11,"11/910","23098/6663/1717/90427/222642/55139/6547/4128/5366/23175/10493"
"GO:0044449","GO:0044449","contractile fiber part",11,"11/910","8850/7138/127495/4635/70/226/1499/775/776/10049/113146"
"GO:0044815","GO:0044815","DNA packaging complex",9,"9/910","8361/64151/3020/8344/8346/3662/1058/3006/9555"
"GO:0044455","GO:0044455","mitochondrial membrane part",9,"9/910","6392/23098/6390/6663/55967/134266/55139/291/7384"
"GO:0008021","GO:0008021","synaptic vesicle",9,"9/910","5538/1759/9145/2555/273/9144/51305/127262/9066"
"GO:0005667","GO:0005667","transcription factor complex",8,"8/910","1870/9734/2294/2516/1499/84962/83463/5933"
"GO:0043209","GO:0043209","myelin sheath",8,"8/910","2064/1759/5375/3320/10382/291/4191/7384"
"GO:0044420","GO:0044420","extracellular matrix component",7,"7/910","284217/3910/158326/2201/85301/151887/256158"
"GO:0098798","GO:0098798","mitochondrial protein complex",6,"6/910","6392/6390/55967/134266/55139/7384"
"GO:0030672","GO:0030672","synaptic vesicle membrane",6,"6/910","9145/2555/273/9144/127262/9066"
"GO:0097223","GO:0097223","sperm part",6,"6/910","10585/136332/90427/226/8751/3326"
"GO:0098862","GO:0098862","cluster of actin-based cell projections",6,"6/910","79849/830/85477/3326/4036/83715"
"GO:0098589","GO:0098589","membrane region",5,"5/910","5538/3845/1499/5576/10333"
"GO:0005581","GO:0005581","collagen trimer",5,"5/910","114905/81035/84570/85301/147372"
"GO:0005875","GO:0005875","microtubule associated complex",5,"5/910","64147/23303/1767/3801/55614"
"GO:0017053","GO:0017053","transcriptional repressor complex",5,"5/910","1991/6907/22893/57708/3066"
"GO:0098636","GO:0098636","protein complex involved in cell adhesion",5,"5/910","3696/8516/3683/10077/3685"
"GO:0099023","GO:0099023","tethering complex",5,"5/910","29091/7109/60684/10466/25924"
"GO:1990391","GO:1990391","DNA repair complex",5,"5/910","7520/4439/4436/84464/5378"
"GO:0030427","GO:0030427","site of polarized growth",5,"5/910","5923/80315/57451/51393/322"
"GO:1990204","GO:1990204","oxidoreductase complex",5,"5/910","6392/6390/55967/2731/7384"
"GO:0031594","GO:0031594","neuromuscular junction",5,"5/910","9145/9144/57465/6547/3084"
"GO:0048475","GO:0048475","coated membrane",4,"4/910","1759/91056/163/23431"
"GO:0002102","GO:0002102","podosome",4,"4/910","64147/51411/134265/85477"
"GO:0016459","GO:0016459","myosin complex",4,"4/910","4646/22989/4635/90427"
"GO:0031519","GO:0031519","PcG protein complex",4,"4/910","23466/3066/29947/9555"
"GO:0005905","GO:0005905","clathrin-coated pit",4,"4/910","408/4646/163/4036"
"GO:0070469","GO:0070469","respiratory chain",4,"4/910","6392/6390/55967/7384"
"GO:0008287","GO:0008287","protein serine/threonine phosphatase complex",4,"4/910","80335/23399/5527/5522"
"GO:0032153","GO:0032153","cell division site",4,"4/910","54443/9886/3359/256158"
"GO:0000776","GO:0000776","kinetochore",3,"3/910","8850/1058/25909"
"GO:0005643","GO:0005643","nuclear pore",3,"3/910","55706/8021/25909"
"GO:0008180","GO:0008180","COP9 signalosome",3,"3/910","64708/3326/154810"
"GO:0036452","GO:0036452","ESCRT complex",3,"3/910","91782/8027/5119"
"GO:0018995","GO:0018995","host",3,"3/910","55706/9397/8021"
"GO:0044217","GO:0044217","other organism part",3,"3/910","55706/9397/8021"
"GO:0044216","GO:0044216","other organism cell",3,"3/910","55706/9397/8021"
"GO:0072562","GO:0072562","blood microparticle",3,"3/910","7040/70/2162"
"GO:0032155","GO:0032155","cell division site part",3,"3/910","54443/3359/256158"
"GO:0042645","GO:0042645","mitochondrial nucleoid",2,"2/910","55210/55794"
"GO:0008023","GO:0008023","transcription elongation factor complex",2,"2/910","3899/26747"
"GO:0031941","GO:0031941","filamentous actin",2,"2/910","4646/83715"
"GO:0120114","GO:0120114","Sm-like protein family complex",2,"2/910","153527/4809"
"GO:0031300","GO:0031300","intrinsic component of organelle membrane",2,"2/910","2555/291"
"GO:0030496","GO:0030496","midbody",2,"2/910","54443/79801"
"GO:0043083","GO:0043083","synaptic cleft",1,"1/910","8492"
"GO:0000408","GO:0000408","EKC/KEOPS complex",1,"1/910","112858"
"GO:0000930","GO:0000930","gamma-tubulin complex",1,"1/910","55835"
"GO:0000939","GO:0000939","condensed chromosome inner kinetochore",1,"1/910","1058"
"GO:0005662","GO:0005662","DNA replication factor A complex",1,"1/910","5813"
"GO:0005838","GO:0005838","proteasome regulatory particle",1,"1/910","11047"
"GO:0005839","GO:0005839","proteasome core complex",1,"1/910","9491"
"GO:0005849","GO:0005849","mRNA cleavage factor complex",1,"1/910","51585"
"GO:0005861","GO:0005861","troponin complex",1,"1/910","7138"
"GO:0005952","GO:0005952","cAMP-dependent protein kinase complex",1,"1/910","5576"
"GO:0008074","GO:0008074","guanylate cyclase complex, soluble",1,"1/910","2977"
"GO:0008290","GO:0008290","F-actin capping protein complex",1,"1/910","830"
"GO:0008541","GO:0008541","proteasome regulatory particle, lid subcomplex",1,"1/910","11047"
"GO:0016592","GO:0016592","mediator complex",1,"1/910","116931"
"GO:0022624","GO:0022624","proteasome accessory complex",1,"1/910","11047"
"GO:0030877","GO:0030877","beta-catenin destruction complex",1,"1/910","1499"
"GO:0030990","GO:0030990","intraciliary transport particle",1,"1/910","127733"
"GO:0030992","GO:0030992","intraciliary transport particle B",1,"1/910","127733"
"GO:0044613","GO:0044613","nuclear pore central transport channel",1,"1/910","8021"
"GO:0031080","GO:0031080","nuclear pore outer ring",1,"1/910","25909"
"GO:0032039","GO:0032039","integrator complex",1,"1/910","541466"
"GO:0033557","GO:0033557","Slx1-Slx4 complex",1,"1/910","84464"
"GO:0034518","GO:0034518","RNA cap binding complex",1,"1/910","317649"
"GO:0034750","GO:0034750","Scrib-APC-beta-catenin complex",1,"1/910","1499"
"GO:0035145","GO:0035145","exon-exon junction complex",1,"1/910","9939"
"GO:0035859","GO:0035859","Seh1-associated complex",1,"1/910","23334"
"GO:0042272","GO:0042272","nuclear RNA export factor complex",1,"1/910","56001"
"GO:0042555","GO:0042555","MCM complex",1,"1/910","4172"
"GO:0043240","GO:0043240","Fanconi anaemia nuclear complex",1,"1/910","2187"
"GO:0043256","GO:0043256","laminin complex",1,"1/910","284217"
"GO:0043564","GO:0043564","Ku70:Ku80 complex",1,"1/910","7520"
"GO:0044615","GO:0044615","nuclear pore nuclear basket",1,"1/910","8021"
"GO:0048476","GO:0048476","Holliday junction resolvase complex",1,"1/910","84464"
"GO:0061700","GO:0061700","GATOR2 complex",1,"1/910","23334"
"GO:0061702","GO:0061702","inflammasome complex",1,"1/910","79792"
"GO:0070069","GO:0070069","cytochrome complex",1,"1/910","7384"
"GO:0070288","GO:0070288","ferritin complex",1,"1/910","2512"
"GO:0070762","GO:0070762","nuclear pore transmembrane ring",1,"1/910","55706"
"GO:0071664","GO:0071664","catenin-TCF7L2 complex",1,"1/910","1499"
"GO:0072379","GO:0072379","ER membrane insertion complex",1,"1/910","8266"
"GO:0097058","GO:0097058","CRLF-CLCF1 complex",1,"1/910","9244"
"GO:0097539","GO:0097539","ciliary transition fiber",1,"1/910","22897"
"GO:0098644","GO:0098644","complex of collagen trimers",1,"1/910","85301"
"GO:0140007","GO:0140007","KICSTOR complex",1,"1/910","23334"
"GO:1990130","GO:1990130","GATOR1 complex",1,"1/910","23334"
"GO:1990909","GO:1990909","Wnt signalosome",1,"1/910","1499"
"GO:0032420","GO:0032420","stereocilium",1,"1/910","83715"
"GO:0032426","GO:0032426","stereocilium tip",1,"1/910","83715"
"GO:0099634","GO:0099634","postsynaptic specialization membrane",1,"1/910","27091"
"GO:0005640","GO:0005640","nuclear outer membrane",1,"1/910","1717"
"GO:0044327","GO:0044327","dendritic spine head",1,"1/910","1759"
"GO:0048786","GO:0048786","presynaptic active zone",1,"1/910","26747"
"GO:0098563","GO:0098563","intrinsic component of synaptic vesicle membrane",1,"1/910","2555"
"GO:0098843","GO:0098843","postsynaptic endocytic zone",1,"1/910","1759"
"GO:0045178","GO:0045178","basal part of cell",1,"1/910","2064"
"GO:0070938","GO:0070938","contractile ring",1,"1/910","54443"
"GO:0060076","GO:0060076","excitatory synapse",1,"1/910","729956"
"GO:0060077","GO:0060077","inhibitory synapse",1,"1/910","57549"
"GO:0098978","GO:0098978","glutamatergic synapse",1,"1/910","729956"
"GO:0005628","GO:0005628","prospore membrane",0,"0/910",""
"GO:0034357","GO:0034357","photosynthetic membrane",0,"0/910",""
"GO:0036362","GO:0036362","ascus membrane",0,"0/910",""
"GO:0055036","GO:0055036","virion membrane",0,"0/910",""
"GO:1990578","GO:1990578","perinuclear endoplasmic reticulum membrane",0,"0/910",""
"GO:0048046","GO:0048046","apoplast",0,"0/910",""
"GO:0098595","GO:0098595","perivitelline space",0,"0/910",""
"GO:0099544","GO:0099544","perisynaptic space",0,"0/910",""
"GO:0039642","GO:0039642","virion nucleoid",0,"0/910",""
