"","ID","Description","Count","GeneRatio","geneID"
"GO:0044459","GO:0044459","plasma membrane part",14,"14/193","851608/850631/852360/856370/856646/850333/856494/856324/852920/855580/853912/853019/854530/855863"
"GO:0012505","GO:0012505","endomembrane system",12,"12/193","852360/856370/856646/850333/856324/853064/852460/853912/853019/852343/855335/853714"
"GO:0030312","GO:0030312","external encapsulating structure",12,"12/193","851215/853210/853465/850468/852328/854565/854564/854389/851016/852630/854631/853232"
"GO:0031975","GO:0031975","envelope",10,"10/193","851329/852401/854297/853007/854397/852444/853064/853926/855335/856171"
"GO:0005628","GO:0005628","prospore membrane",9,"9/193","851215/856149/852334/852445/854062/852920/856832/851016/850591"
"GO:0042763","GO:0042763","intracellular immature spore",9,"9/193","851215/856149/852334/852445/854062/852920/856832/851016/850591"
"GO:0098805","GO:0098805","whole membrane",8,"8/193","850631/856646/852444/854030/855863/855235/852695/853714"
"GO:0030427","GO:0030427","site of polarized growth",4,"4/193","855993/852328/852920/850747"
"GO:0005933","GO:0005933","cellular bud",3,"3/193","850631/852920/852343"
"GO:0042995","GO:0042995","cell projection",3,"3/193","855993/852328/850747"
"GO:0044463","GO:0044463","cell projection part",3,"3/193","855993/852328/850747"
"GO:0051286","GO:0051286","cell tip",3,"3/193","855993/852328/850747"
"GO:0098796","GO:0098796","membrane protein complex",2,"2/193","852920/853714"
"GO:0031300","GO:0031300","intrinsic component of organelle membrane",2,"2/193","852444/854030"
"GO:0005789","GO:0005789","endoplasmic reticulum membrane",1,"1/193","852460"
"GO:0042175","GO:0042175","nuclear outer membrane-endoplasmic reticulum membrane network",1,"1/193","852460"
"GO:0098589","GO:0098589","membrane region",1,"1/193","856646"
"GO:0042645","GO:0042645","mitochondrial nucleoid",1,"1/193","850348"
"GO:0005667","GO:0005667","transcription factor complex",1,"1/193","850523"
"GO:0017053","GO:0017053","transcriptional repressor complex",1,"1/193","852410"
"GO:0031105","GO:0031105","septin complex",1,"1/193","852445"
"GO:0070545","GO:0070545","PeBoW complex",1,"1/193","852995"
"GO:0089713","GO:0089713","Cbf1-Met4-Met28 complex",1,"1/193","854834"
"GO:0097078","GO:0097078","FAL1-SGD1 complex",1,"1/193","851584"
"GO:0019898","GO:0019898","extrinsic component of membrane",1,"1/193","853664"
"GO:0008287","GO:0008287","protein serine/threonine phosphatase complex",1,"1/193","852334"
"GO:0044462","GO:0044462","external encapsulating structure part",1,"1/193","851016"
"GO:0097268","GO:0097268","cytoophidium",1,"1/193","852241"
"GO:1990204","GO:1990204","oxidoreductase complex",1,"1/193","854744"
"GO:0019867","GO:0019867","outer membrane",0,"0/193",""
"GO:0034357","GO:0034357","photosynthetic membrane",0,"0/193",""
"GO:0036362","GO:0036362","ascus membrane",0,"0/193",""
"GO:0048475","GO:0048475","coated membrane",0,"0/193",""
"GO:0055036","GO:0055036","virion membrane",0,"0/193",""
"GO:0098590","GO:0098590","plasma membrane region",0,"0/193",""
"GO:1990578","GO:1990578","perinuclear endoplasmic reticulum membrane",0,"0/193",""
"GO:0043083","GO:0043083","synaptic cleft",0,"0/193",""
"GO:0044421","GO:0044421","extracellular region part",0,"0/193",""
"GO:0048046","GO:0048046","apoplast",0,"0/193",""
"GO:0098595","GO:0098595","perivitelline space",0,"0/193",""
"GO:0099544","GO:0099544","perisynaptic space",0,"0/193",""
"GO:0039642","GO:0039642","virion nucleoid",0,"0/193",""
"GO:0042646","GO:0042646","plastid nucleoid",0,"0/193",""
"GO:0043590","GO:0043590","bacterial nucleoid",0,"0/193",""
"GO:0044777","GO:0044777","single-stranded DNA-binding protein complex",0,"0/193",""
"GO:0044423","GO:0044423","virion part",0,"0/193",""
"GO:0005911","GO:0005911","cell-cell junction",0,"0/193",""
"GO:0030055","GO:0030055","cell-substrate junction",0,"0/193",""
"GO:0061466","GO:0061466","plasma membrane part of cell junction",0,"0/193",""
"GO:0070161","GO:0070161","anchoring junction",0,"0/193",""
"GO:0120118","GO:0120118","flagella connector",0,"0/193",""
"GO:0000133","GO:0000133","polarisome",0,"0/193",""
"GO:0000346","GO:0000346","transcription export complex",0,"0/193",""
"GO:0000347","GO:0000347","THO complex",0,"0/193",""
"GO:0000408","GO:0000408","EKC/KEOPS complex",0,"0/193",""
"GO:0000417","GO:0000417","HIR complex",0,"0/193",""
"GO:0000439","GO:0000439","core TFIIH complex",0,"0/193",""
"GO:0000444","GO:0000444","MIS12/MIND type complex",0,"0/193",""
"GO:0000776","GO:0000776","kinetochore",0,"0/193",""
"GO:0000797","GO:0000797","condensin core heterodimer",0,"0/193",""
"GO:0000808","GO:0000808","origin recognition complex",0,"0/193",""
"GO:0000817","GO:0000817","COMA complex",0,"0/193",""
"GO:0000930","GO:0000930","gamma-tubulin complex",0,"0/193",""
"GO:0000939","GO:0000939","condensed chromosome inner kinetochore",0,"0/193",""
"GO:0000940","GO:0000940","condensed chromosome outer kinetochore",0,"0/193",""
"GO:0000974","GO:0000974","Prp19 complex",0,"0/193",""
"GO:0001114","GO:0001114","protein-DNA-RNA complex",0,"0/193",""
"GO:0001534","GO:0001534","radial spoke",0,"0/193",""
"GO:0001535","GO:0001535","radial spoke head",0,"0/193",""
"GO:0001536","GO:0001536","radial spoke stalk",0,"0/193",""
"GO:0002096","GO:0002096","polkadots",0,"0/193",""
"GO:0002102","GO:0002102","podosome",0,"0/193",""
"GO:0002111","GO:0002111","BRCA2-BRAF35 complex",0,"0/193",""
"GO:0002133","GO:0002133","polycystin complex",0,"0/193",""
"GO:0002142","GO:0002142","stereocilia ankle link complex",0,"0/193",""
"GO:0002144","GO:0002144","cytosolic tRNA wobble base thiouridylase complex",0,"0/193",""
"GO:0002167","GO:0002167","VRK3/VHR/ERK complex",0,"0/193",""
"GO:0002193","GO:0002193","MAML1-RBP-Jkappa- ICN1 complex",0,"0/193",""
"GO:0002199","GO:0002199","zona pellucida receptor complex",0,"0/193",""
"GO:0002929","GO:0002929","MECO complex",0,"0/193",""
"GO:0005581","GO:0005581","collagen trimer",0,"0/193",""
"GO:0005577","GO:0005577","fibrinogen complex",0,"0/193",""
"GO:0005601","GO:0005601","classical-complement-pathway C3/C5 convertase complex",0,"0/193",""
"GO:0005602","GO:0005602","complement component C1 complex",0,"0/193",""
"GO:0005616","GO:0005616","larval serum protein complex",0,"0/193",""
"GO:0005643","GO:0005643","nuclear pore",0,"0/193",""
"GO:0005663","GO:0005663","DNA replication factor C complex",0,"0/193",""
"GO:0005662","GO:0005662","DNA replication factor A complex",0,"0/193",""
"GO:0005731","GO:0005731","nucleolus organizer region",0,"0/193",""
"GO:0005831","GO:0005831","steroid hormone aporeceptor complex",0,"0/193",""
"GO:0005833","GO:0005833","hemoglobin complex",0,"0/193",""
"GO:0005835","GO:0005835","fatty acid synthase complex",0,"0/193",""
"GO:0005838","GO:0005838","proteasome regulatory particle",0,"0/193",""
"GO:0005839","GO:0005839","proteasome core complex",0,"0/193",""
"GO:0005849","GO:0005849","mRNA cleavage factor complex",0,"0/193",""
"GO:0005850","GO:0005850","eukaryotic translation initiation factor 2 complex",0,"0/193",""
"GO:0005851","GO:0005851","eukaryotic translation initiation factor 2B complex",0,"0/193",""
"GO:0005852","GO:0005852","eukaryotic translation initiation factor 3 complex",0,"0/193",""
"GO:0005853","GO:0005853","eukaryotic translation elongation factor 1 complex",0,"0/193",""
"GO:0005854","GO:0005854","nascent polypeptide-associated complex",0,"0/193",""
"GO:0005861","GO:0005861","troponin complex",0,"0/193",""
"GO:0005875","GO:0005875","microtubule associated complex",0,"0/193",""
"GO:0005885","GO:0005885","Arp2/3 protein complex",0,"0/193",""
"GO:0005931","GO:0005931","axonemal nexin link",0,"0/193",""
"GO:0005952","GO:0005952","cAMP-dependent protein kinase complex",0,"0/193",""
"GO:0005954","GO:0005954","calcium- and calmodulin-dependent protein kinase complex",0,"0/193",""
"GO:0005956","GO:0005956","protein kinase CK2 complex",0,"0/193",""
"GO:0008023","GO:0008023","transcription elongation factor complex",0,"0/193",""
"GO:0008074","GO:0008074","guanylate cyclase complex, soluble",0,"0/193",""
"GO:0008180","GO:0008180","COP9 signalosome",0,"0/193",""
"GO:0008278","GO:0008278","cohesin complex",0,"0/193",""
"GO:0008290","GO:0008290","F-actin capping protein complex",0,"0/193",""
"GO:0016281","GO:0016281","eukaryotic translation initiation factor 4F complex",0,"0/193",""
"GO:0008537","GO:0008537","proteasome activator complex",0,"0/193",""
"GO:0008540","GO:0008540","proteasome regulatory particle, base subcomplex",0,"0/193",""
"GO:0008541","GO:0008541","proteasome regulatory particle, lid subcomplex",0,"0/193",""
"GO:0009327","GO:0009327","NAD(P)+ transhydrogenase complex (AB-specific)",0,"0/193",""
"GO:0009330","GO:0009330","DNA topoisomerase complex (ATP-hydrolyzing)",0,"0/193",""
"GO:0009337","GO:0009337","sulfite reductase complex (NADPH)",0,"0/193",""
"GO:0009340","GO:0009340","DNA topoisomerase IV complex",0,"0/193",""
"GO:0009344","GO:0009344","nitrite reductase complex [NAD(P)H]",0,"0/193",""
"GO:0009346","GO:0009346","citrate lyase complex",0,"0/193",""
"GO:0009356","GO:0009356","aminodeoxychorismate synthase complex",0,"0/193",""
"GO:0009366","GO:0009366","enterobactin synthetase complex",0,"0/193",""
"GO:0009368","GO:0009368","endopeptidase Clp complex",0,"0/193",""
"GO:0010316","GO:0010316","pyrophosphate-dependent phosphofructokinase complex",0,"0/193",""
"GO:0010317","GO:0010317","pyrophosphate-dependent phosphofructokinase complex, alpha-subunit complex",0,"0/193",""
"GO:0010318","GO:0010318","pyrophosphate-dependent phosphofructokinase complex, beta-subunit complex",0,"0/193",""
"GO:0015627","GO:0015627","type II protein secretion system complex",0,"0/193",""
"GO:0034081","GO:0034081","polyketide synthase complex",0,"0/193",""
"GO:0016272","GO:0016272","prefoldin complex",0,"0/193",""
"GO:0016459","GO:0016459","myosin complex",0,"0/193",""
"GO:0016592","GO:0016592","mediator complex",0,"0/193",""
"GO:0017101","GO:0017101","aminoacyl-tRNA synthetase multienzyme complex",0,"0/193",""
"GO:0017102","GO:0017102","methionyl glutamyl tRNA synthetase complex",0,"0/193",""
"GO:0017177","GO:0017177","glucosidase II complex",0,"0/193",""
"GO:0018444","GO:0018444","translation release factor complex",0,"0/193",""
"GO:0019008","GO:0019008","molybdopterin synthase complex",0,"0/193",""
"GO:0019035","GO:0019035","viral integration complex",0,"0/193",""
"GO:0019036","GO:0019036","viral transcriptional complex",0,"0/193",""
"GO:0019197","GO:0019197","phosphoenolpyruvate-dependent sugar phosphotransferase complex",0,"0/193",""
"GO:0019773","GO:0019773","proteasome core complex, alpha-subunit complex",0,"0/193",""
"GO:0019774","GO:0019774","proteasome core complex, beta-subunit complex",0,"0/193",""
"GO:0019814","GO:0019814","immunoglobulin complex",0,"0/193",""
"GO:0022623","GO:0022623","proteasome-activating nucleotidase complex",0,"0/193",""
"GO:0022624","GO:0022624","proteasome accessory complex",0,"0/193",""
"GO:0030014","GO:0030014","CCR4-NOT complex",0,"0/193",""
"GO:0030015","GO:0030015","CCR4-NOT core complex",0,"0/193",""
"GO:0030076","GO:0030076","light-harvesting complex",0,"0/193",""
"GO:0030080","GO:0030080","B875 antenna complex",0,"0/193",""
"GO:0030081","GO:0030081","B800-820 antenna complex",0,"0/193",""
"GO:0030082","GO:0030082","B800-850 antenna complex",0,"0/193",""
"GO:0030256","GO:0030256","type I protein secretion system complex",0,"0/193",""
"GO:0030257","GO:0030257","type III protein secretion system complex",0,"0/193",""
"GO:0030314","GO:0030314","junctional membrane complex",0,"0/193",""
"GO:0030689","GO:0030689","Noc complex",0,"0/193",""
"GO:0030870","GO:0030870","Mre11 complex",0,"0/193",""
"GO:0030877","GO:0030877","beta-catenin destruction complex",0,"0/193",""
"GO:0030895","GO:0030895","apolipoprotein B mRNA editing enzyme complex",0,"0/193",""
"GO:0030896","GO:0030896","checkpoint clamp complex",0,"0/193",""
"GO:0030929","GO:0030929","ADPG pyrophosphorylase complex",0,"0/193",""
"GO:0030956","GO:0030956","glutamyl-tRNA(Gln) amidotransferase complex",0,"0/193",""
"GO:0030990","GO:0030990","intraciliary transport particle",0,"0/193",""
"GO:0030991","GO:0030991","intraciliary transport particle A",0,"0/193",""
"GO:0030992","GO:0030992","intraciliary transport particle B",0,"0/193",""
"GO:0030993","GO:0030993","axonemal heterotrimeric kinesin-II complex",0,"0/193",""
"GO:0044613","GO:0044613","nuclear pore central transport channel",0,"0/193",""
"GO:0031074","GO:0031074","nucleocytoplasmic transport complex",0,"0/193",""
"GO:0031080","GO:0031080","nuclear pore outer ring",0,"0/193",""
"GO:0031082","GO:0031082","BLOC complex",0,"0/193",""
"GO:0031209","GO:0031209","SCAR complex",0,"0/193",""
"GO:0031250","GO:0031250","anaerobic ribonucleoside-triphosphate reductase complex",0,"0/193",""
"GO:0031251","GO:0031251","PAN complex",0,"0/193",""
"GO:0031262","GO:0031262","Ndc80 complex",0,"0/193",""
"GO:0031298","GO:0031298","replication fork protection complex",0,"0/193",""
"GO:0031389","GO:0031389","Rad17 RFC-like complex",0,"0/193",""
"GO:0031390","GO:0031390","Ctf18 RFC-like complex",0,"0/193",""
"GO:0031395","GO:0031395","bursicon neuropeptide hormone complex",0,"0/193",""
"GO:0031422","GO:0031422","RecQ helicase-Topo III complex",0,"0/193",""
"GO:0031431","GO:0031431","Dbf4-dependent protein kinase complex",0,"0/193",""
"GO:0031499","GO:0031499","TRAMP complex",0,"0/193",""
"GO:0031511","GO:0031511","Mis6-Sim4 complex",0,"0/193",""
"GO:0031518","GO:0031518","CBF3 complex",0,"0/193",""
"GO:0031519","GO:0031519","PcG protein complex",0,"0/193",""
"GO:0031521","GO:0031521","spitzenkorper",0,"0/193",""
"GO:0031522","GO:0031522","cell envelope Sec protein transport complex",0,"0/193",""
"GO:0031523","GO:0031523","Myb complex",0,"0/193",""
"GO:0031617","GO:0031617","NMS complex",0,"0/193",""
"GO:0031680","GO:0031680","G-protein beta/gamma-subunit complex",0,"0/193",""
"GO:0031838","GO:0031838","haptoglobin-hemoglobin complex",0,"0/193",""
"GO:0031931","GO:0031931","TORC1 complex",0,"0/193",""
"GO:0031932","GO:0031932","TORC2 complex",0,"0/193",""
"GO:0031941","GO:0031941","filamentous actin",0,"0/193",""
"GO:0032039","GO:0032039","integrator complex",0,"0/193",""
"GO:0032045","GO:0032045","guanyl-nucleotide exchange factor complex",0,"0/193",""
"GO:0032116","GO:0032116","SMC loading complex",0,"0/193",""
"GO:0032299","GO:0032299","ribonuclease H2 complex",0,"0/193",""
"GO:0032311","GO:0032311","angiogenin-PRI complex",0,"0/193",""
"GO:0032449","GO:0032449","CBM complex",0,"0/193",""
"GO:0032517","GO:0032517","SOD1-calcineurin complex",0,"0/193",""
"GO:0032545","GO:0032545","CURI complex",0,"0/193",""
"GO:0032766","GO:0032766","NHE3/E3KARP/ACTN4 complex",0,"0/193",""
"GO:0032797","GO:0032797","SMN complex",0,"0/193",""
"GO:0032807","GO:0032807","DNA ligase IV complex",0,"0/193",""
"GO:0032992","GO:0032992","protein-carbohydrate complex",0,"0/193",""
"GO:0032993","GO:0032993","protein-DNA complex",0,"0/193",""
"GO:0032994","GO:0032994","protein-lipid complex",0,"0/193",""
"GO:0032996","GO:0032996","Bcl3-Bcl10 complex",0,"0/193",""
"GO:0033061","GO:0033061","DNA recombinase mediator complex",0,"0/193",""
"GO:0033104","GO:0033104","type VI protein secretion system complex",0,"0/193",""
"GO:0033186","GO:0033186","CAF-1 complex",0,"0/193",""
"GO:0033193","GO:0033193","Lsd1/2 complex",0,"0/193",""
"GO:0033256","GO:0033256","I-kappaB/NF-kappaB complex",0,"0/193",""
"GO:0033551","GO:0033551","monopolin complex",0,"0/193",""
"GO:0033557","GO:0033557","Slx1-Slx4 complex",0,"0/193",""
"GO:0033588","GO:0033588","Elongator holoenzyme complex",0,"0/193",""
"GO:0033593","GO:0033593","BRCA2-MAGE-D1 complex",0,"0/193",""
"GO:0033596","GO:0033596","TSC1-TSC2 complex",0,"0/193",""
"GO:0033597","GO:0033597","mitotic checkpoint complex",0,"0/193",""
"GO:0033607","GO:0033607","SOD1-Bcl-2 complex",0,"0/193",""
"GO:0034044","GO:0034044","exomer complex",0,"0/193",""
"GO:0034064","GO:0034064","Tor2-Mei2-Ste11 complex",0,"0/193",""
"GO:0034099","GO:0034099","luminal surveillance complex",0,"0/193",""
"GO:0034270","GO:0034270","Cvt complex",0,"0/193",""
"GO:0034388","GO:0034388","Pwp2p-containing subcomplex of 90S preribosome",0,"0/193",""
"GO:0034455","GO:0034455","t-UTP complex",0,"0/193",""
"GO:0034456","GO:0034456","UTP-C complex",0,"0/193",""
"GO:0034457","GO:0034457","Mpp10 complex",0,"0/193",""
"GO:0034464","GO:0034464","BBSome",0,"0/193",""
"GO:0034518","GO:0034518","RNA cap binding complex",0,"0/193",""
"GO:0034657","GO:0034657","GID complex",0,"0/193",""
"GO:0034663","GO:0034663","endoplasmic reticulum chaperone complex",0,"0/193",""
"GO:0034692","GO:0034692","E.F.G complex",0,"0/193",""
"GO:0034716","GO:0034716","Gemin3-Gemin4-Gemin5 complex",0,"0/193",""
"GO:0034717","GO:0034717","Gemin6-Gemin7-unrip complex",0,"0/193",""
"GO:0034741","GO:0034741","APC-tubulin-IQGAP1 complex",0,"0/193",""
"GO:0034743","GO:0034743","APC-IQGAP complex",0,"0/193",""
"GO:0034744","GO:0034744","APC-IQGAP1-Cdc42 complex",0,"0/193",""
"GO:0034745","GO:0034745","APC-IQGAP1-Rac1 complex",0,"0/193",""
"GO:0034746","GO:0034746","APC-IQGAP1-CLIP-170 complex",0,"0/193",""
"GO:0034748","GO:0034748","Par3-APC-KIF3A complex",0,"0/193",""
"GO:0034749","GO:0034749","Scrib-APC complex",0,"0/193",""
"GO:0034750","GO:0034750","Scrib-APC-beta-catenin complex",0,"0/193",""
"GO:0034973","GO:0034973","Sid2-Mob1 complex",0,"0/193",""
"GO:0034974","GO:0034974","Swi5-Swi2 complex",0,"0/193",""
"GO:0034977","GO:0034977","ABIN2-NFKB1-MAP3K8 complex",0,"0/193",""
"GO:0034978","GO:0034978","PDX1-PBX1b-MRG1 complex",0,"0/193",""
"GO:0034996","GO:0034996","RasGAP-Fyn-Lyn-Yes complex",0,"0/193",""
"GO:0035059","GO:0035059","RCAF complex",0,"0/193",""
"GO:0035145","GO:0035145","exon-exon junction complex",0,"0/193",""
"GO:0035301","GO:0035301","Hedgehog signaling complex",0,"0/193",""
"GO:0035649","GO:0035649","Nrd1 complex",0,"0/193",""
"GO:0035658","GO:0035658","Mon1-Ccz1 complex",0,"0/193",""
"GO:0035693","GO:0035693","NOS2-CD74 complex",0,"0/193",""
"GO:0035808","GO:0035808","meiotic recombination initiation complex",0,"0/193",""
"GO:0035859","GO:0035859","Seh1-associated complex",0,"0/193",""
"GO:0036038","GO:0036038","MKS complex",0,"0/193",""
"GO:0036125","GO:0036125","fatty acid beta-oxidation multienzyme complex",0,"0/193",""
"GO:0036284","GO:0036284","tubulobulbar complex",0,"0/193",""
"GO:0036286","GO:0036286","eisosome filament",0,"0/193",""
"GO:0036375","GO:0036375","Kibra-Ex-Mer complex",0,"0/193",""
"GO:0036398","GO:0036398","TCR signalosome",0,"0/193",""
"GO:0036452","GO:0036452","ESCRT complex",0,"0/193",""
"GO:0036454","GO:0036454","growth factor complex",0,"0/193",""
"GO:0036501","GO:0036501","UFD1-NPL4 complex",0,"0/193",""
"GO:0038045","GO:0038045","large latent transforming growth factor-beta complex",0,"0/193",""
