"","ID","Description","Count","GeneRatio","geneID"
"GO:0048856","GO:0048856","anatomical structure development",199,"199/663","1062/127833/3881/23093/8660/727857/2264/51465/5915/8829/246/7416/81930/5657/2281/2009/2115/51715/6695/84750/22933/9261/22887/3383/255324/200933/130507/1718/55327/1308/22997/3853/9026/64412/9119/2549/202151/5453/442890/2099/23145/3010/10743/1267/6670/2020/344022/85376/1374/8408/1445/26504/4610/79820/3486/2146/54328/6444/30837/7022/94234/1822/1240/84747/3978/6247/6792/1036/8826/11240/602/26263/84466/219287/205147/27148/57624/54471/26574/1238/25981/23187/9289/219699/3883/100533177/23332/57599/124976/5595/10501/2261/5734/387267/387264/134430/7436/64377/10443/9398/6326/406955/2191/2887/4616/128178/5191/30812/552/6010/63923/79971/249/768/8214/56147/79983/663/26005/85477/247/166336/10409/54977/6331/9990/115727/168391/5336/4016/8301/6526/324/9139/285590/26298/125170/8837/51804/5707/10184/51299/2719/284/8357/9414/10612/5797/29993/56123/80149/8350/5019/5501/6988/1605/9468/7543/25/10090/4188/151449/1054/79989/1361/7314/26058/57591/205/8835/80139/222171/55818/55109/1268/8877/101927581/150465/84524/4135/1716/4359/7855/85464/4848/283284/290/1839/1209/7048/64343/3889/3892/51043/23114/7482/53944/51298/7625"
"GO:0016043","GO:0016043","cellular component organization",193,"193/663","1062/127833/79792/6572/1182/29108/3881/23093/8660/80115/2264/8829/246/7416/81930/5657/2281/2009/2115/143244/5481/51715/6695/83849/22933/10243/3383/255324/200933/54332/1718/259173/1308/3853/9026/126567/2549/202151/990/115362/57332/7018/2099/3010/2733/51379/9080/1676/79574/1267/344022/11261/1374/8408/1445/1674/3486/2146/6444/8019/221178/51780/995/84617/84747/6247/6792/8826/11240/602/84466/9905/27148/5890/57624/54471/23397/11335/5825/10110/389941/83743/26586/25981/23187/219699/23332/56970/375449/5595/5734/134430/203062/7436/10111/55531/2191/2887/23451/5191/552/8971/63923/84861/353376/8572/395/29085/114897/79983/25923/2958/26005/8190/10254/10396/85477/128308/26515/256714/203245/9990/7087/440503/5336/4016/54784/57701/7755/25897/8301/80119/55706/9329/324/9139/285590/125170/8837/51804/83548/1071/2719/284/8357/4659/64979/5797/29993/56123/80149/8350/5501/51112/1605/146923/25/10090/151449/11116/79989/5983/1361/7314/22998/10023/8835/80139/55818/9140/1268/8877/54680/57048/285605/150465/4135/10943/65008/1716/7855/85464/84749/8473/4848/283284/353238/6505/1839/24145/23114/53944/51298"
"GO:0048518","GO:0048518","positive regulation of biological process",193,"193/663","1062/127833/79792/29108/8660/80115/2264/5915/8829/246/5657/2281/2115/81704/143244/5481/22933/9261/340061/22887/3383/255324/109/6196/22997/10294/9026/166793/2549/3661/202151/5453/990/115362/57332/442890/7018/2099/10743/51379/1676/79574/23390/6670/2020/11261/9063/1374/1612/8408/1445/483/3486/55741/2146/10590/9265/7022/6689/55697/995/1240/6792/8826/11240/602/26263/22914/27148/5890/64207/54471/10110/26574/26586/23187/9289/9175/219699/23332/57599/57628/9240/22807/56970/6041/5595/2261/5734/7436/10111/51523/10443/55531/9398/406955/2191/2887/4616/111/23451/30812/552/353376/79971/395/571/930/51389/7329/29085/124583/114897/25923/2958/663/9736/2104/10396/85477/79848/247/10409/6331/160418/144233/10621/115727/440503/5336/9684/7755/25897/8301/324/9139/285590/26298/125170/8837/51804/5707/10184/2719/284/8357/10262/4659/29993/80149/8350/5019/51112/5439/1605/55885/25/151449/11116/1054/5983/1361/7314/26058/51277/57591/8835/83666/80139/55818/55109/81566/23623/1268/8877/285605/150465/84524/8503/5603/7855/6199/8473/4848/6505/1839/7048/23171/24145/51043/10623/7482/27202"
"GO:0007165","GO:0007165","signal transduction",179,"179/663","51283/29108/8660/80115/2264/5915/8829/246/5657/2281/81704/51715/6695/22933/11122/9261/3383/255324/1718/109/6196/22997/161725/9026/2549/3661/57572/442890/2099/51379/79574/23390/55188/10219/10379/11261/9063/1612/8408/54499/1445/3486/55741/128869/1395/2146/54328/9265/30837/221178/338872/55697/995/1240/2568/6247/23348/8826/11240/602/653268/22914/219287/205147/27148/57624/344657/10110/1238/9289/9175/9068/219699/80824/124976/26686/375449/6041/5595/2261/5734/27344/7436/10111/51523/161253/9743/9398/6326/406955/2887/4616/128178/111/30812/552/6010/63923/353376/79971/395/26033/930/51389/7329/29085/124583/114897/2825/344561/9736/2104/26005/115703/8190/10254/247/166336/57337/4100/115727/440503/94027/28512/5336/9684/7755/324/9139/8837/5707/2719/284/8357/5495/4659/9414/84727/5797/80149/8350/5439/1605/55885/25/4188/151449/79989/5983/7314/26058/10023/51277/100820829/8835/83666/80139/1439/55818/23623/1268/8877/8503/55233/5603/7855/6199/8473/4848/5891/290/1839/7048/64343/23171/10988/7482/53944/27202"
"GO:0048522","GO:0048522","positive regulation of cellular process",177,"177/663","1062/127833/79792/29108/8660/80115/2264/5915/8829/246/5657/2281/2115/81704/143244/5481/22933/9261/340061/22887/3383/255324/109/6196/22997/10294/9026/166793/2549/3661/202151/5453/990/115362/57332/442890/7018/2099/10743/51379/1676/79574/23390/6670/2020/11261/9063/1374/1612/8408/1445/483/3486/55741/2146/10590/7022/6689/55697/995/1240/6792/8826/11240/602/26263/22914/27148/5890/64207/54471/26574/26586/23187/9289/9175/219699/23332/57599/9240/22807/56970/6041/5595/2261/5734/7436/10111/51523/10443/55531/9398/406955/2191/2887/4616/111/30812/552/353376/79971/395/571/930/51389/7329/29085/124583/114897/25923/2958/663/9736/2104/10396/85477/79848/247/6331/160418/144233/115727/440503/5336/7755/25897/8301/324/9139/285590/26298/125170/8837/51804/5707/2719/284/10262/4659/29993/80149/5019/1605/55885/25/151449/11116/1054/5983/1361/7314/26058/51277/57591/8835/83666/80139/55818/55109/81566/23623/1268/8877/285605/150465/84524/8503/7855/6199/8473/4848/1839/7048/24145/51043/7482/27202"
"GO:0007275","GO:0007275","multicellular organism development",176,"176/663","1062/127833/3881/23093/8660/727857/2264/5915/8829/246/81930/5657/2281/2009/2115/51715/6695/84750/22933/9261/3383/255324/200933/130507/1718/22997/3853/9026/64412/9119/2549/202151/5453/2099/23145/3010/10743/1267/6670/2020/344022/8408/1445/26504/4610/79820/2146/54328/6444/30837/7022/94234/1822/1240/84747/6247/6792/1036/8826/11240/602/26263/84466/27148/57624/26574/1238/23187/9289/219699/3883/100533177/23332/57599/124976/5595/10501/2261/5734/387267/387264/134430/7436/64377/10443/9398/6326/406955/2191/2887/4616/128178/5191/30812/552/6010/63923/79971/249/8214/56147/26005/85477/247/166336/10409/54977/6331/9990/115727/5336/4016/8301/6526/324/9139/285590/26298/8837/51804/5707/10184/51299/2719/284/8357/9414/10612/5797/29993/56123/80149/8350/5019/5501/6988/1605/9468/7543/25/10090/4188/151449/1054/1361/7314/26058/205/8835/80139/222171/55109/1268/8877/101927581/150465/84524/4135/1716/4359/7855/85464/4848/283284/290/1839/1209/7048/64343/3889/3892/51043/23114/7482/51298/7625"
"GO:0048519","GO:0048519","negative regulation of biological process",170,"170/663","79171/51283/29108/8660/51035/2264/51465/5915/8829/246/7416/5657/2281/56271/81628/81704/5481/6695/22933/9261/3383/6668/1718/6196/161725/9026/166793/64412/3661/202151/990/57332/23468/442890/2099/23145/9858/255057/10743/51379/1676/6670/2020/11261/9063/63935/1612/8408/1445/55802/55105/3486/2146/54328/30837/7022/94234/995/1822/1240/8826/11240/602/90853/22914/219287/64207/11335/26574/25822/26586/9289/219699/23332/9940/80824/22807/8863/6041/2261/5734/60468/27344/7436/10111/51523/10443/161253/406955/2191/2887/4616/30812/552/63923/84861/353376/395/571/930/7329/29085/114897/663/9683/1428/10254/85477/247/400961/10409/203245/4100/144233/440503/5336/9684/7755/8301/80119/55706/324/9139/57707/8837/51804/5707/1071/2719/284/8357/5495/4659/9414/5797/29993/80149/8350/5439/6988/1605/55885/25/4188/11116/1054/1361/7314/26058/8835/83666/80139/55818/81566/1268/8877/84524/10943/1716/4359/7855/84749/8473/4848/1839/7048/23171/51043/55917/27202"
"GO:0051234","GO:0051234","establishment of localization",167,"167/663","1062/127833/79792/6572/1182/29108/8660/51465/8829/246/146167/7416/81930/5657/2281/57657/143244/5481/51715/83849/84750/9261/340061/3383/10216/54332/55327/9026/51634/126567/3661/202151/115362/25797/7018/2733/255057/23390/1267/11261/1374/1612/54499/65012/1445/10699/26504/483/55741/9265/2568/84747/1036/8826/11240/602/26263/84466/653268/9905/114571/54471/496/344657/5825/5646/10110/1238/23332/57628/80824/63895/124976/6041/5595/5734/60468/203062/7436/136306/161253/55531/9885/6326/2887/1180/84547/111/5191/552/353376/79971/930/768/26503/1434/29085/124583/114897/10242/80228/1428/115703/8190/10254/10396/85477/247/54977/6331/727851/26515/203245/9990/7087/11309/120103/5336/7755/8301/6526/80301/55706/125170/83548/5707/10184/1071/2719/284/4659/9414/152789/10612/29993/80149/5019/5501/51112/1605/146923/25/30820/79989/1361/7314/400966/51277/10478/8835/9498/1268/285605/150465/8503/7855/84514/290/6505/7048/23171/24145/23114/55917/53944/85320/27202"
"GO:0048523","GO:0048523","negative regulation of cellular process",162,"162/663","79171/51283/29108/8660/51035/2264/51465/5915/8829/7416/5657/2281/56271/81628/81704/5481/6695/22933/9261/3383/6668/1718/6196/161725/9026/166793/64412/3661/202151/990/57332/23468/442890/2099/23145/9858/255057/51379/1676/6670/2020/11261/9063/63935/1612/8408/1445/55105/3486/2146/54328/30837/7022/94234/995/1822/8826/11240/602/90853/22914/219287/64207/11335/26574/25822/26586/9289/219699/23332/9940/80824/22807/8863/2261/5734/60468/27344/7436/10111/51523/10443/406955/2191/2887/4616/30812/552/63923/84861/353376/395/571/930/7329/29085/114897/663/9683/1428/10254/85477/247/400961/10409/203245/4100/144233/440503/5336/9684/7755/8301/80119/55706/324/9139/57707/8837/51804/5707/1071/2719/284/8357/5495/4659/9414/5797/29993/80149/8350/5439/6988/1605/55885/25/4188/11116/1361/7314/26058/8835/83666/80139/55818/81566/1268/8877/84524/10943/1716/4359/7855/84749/8473/4848/1839/7048/23171/51043/27202"
"GO:0048869","GO:0048869","cellular developmental process",145,"145/663","127833/3881/23093/8660/2264/51465/5915/8829/7416/5657/2281/2009/2115/6695/22933/22887/3383/200933/3853/9119/2549/202151/5453/442890/2099/23145/3010/1267/6670/2020/85376/9063/1374/8408/1445/4610/79820/3486/2146/54328/6444/30837/94234/6689/1240/84747/6792/8826/602/26263/84466/22914/57624/25981/23187/9289/219699/3883/100533177/23332/6041/5595/10501/2261/5734/387267/387264/134430/7436/10443/9398/406955/2887/4616/128178/5191/30812/552/63923/51389/249/4329/79983/663/85477/247/10409/54977/115727/168391/5336/8301/324/9139/285590/26298/8837/51804/5707/1071/2719/284/8357/9414/5797/29993/80149/8350/5501/6988/1605/55885/25/10090/4188/151449/1054/79989/7314/26058/57591/8835/80139/55818/55109/1268/150465/84524/4135/1716/7855/85464/4848/283284/290/1209/7048/64343/3889/3892/51043/23114/7482/53944/51298"
"GO:0048583","GO:0048583","regulation of response to stimulus",136,"136/663","51283/29108/8660/51035/2264/51465/8829/246/2281/22933/9261/340061/3383/255324/1308/22997/161725/9026/2549/3661/115362/57332/442890/2099/51379/79574/23390/55188/11261/9063/1612/1445/3486/55741/128869/2146/9265/30837/221178/338872/1240/6247/8826/11240/602/653268/22914/219287/205147/27148/9289/9175/219699/23332/80824/124976/6041/5595/2261/5734/10111/51523/9743/406955/2191/2887/4616/111/6010/63923/353376/79971/395/930/51389/7329/29085/124583/114897/9736/26005/115703/8190/10254/247/6331/4100/144233/7087/10621/115727/440503/94027/5336/9684/7755/55706/324/9139/57707/8837/5707/2719/284/5495/80149/5019/1605/55885/25/4188/151449/1054/5983/1361/7314/51277/8835/83666/80139/23623/1268/8877/8503/5603/7855/8473/4848/1839/7048/23171/51043/10988/10623/7482/27202"
"GO:0042221","GO:0042221","response to chemical",132,"132/663","51283/6572/1577/29108/8660/80115/51035/2264/51465/5915/8829/246/81930/5657/2281/57657/2115/81704/22933/6649/9261/340061/10243/3383/130507/54332/1718/109/2549/3661/990/115362/57332/7018/2099/1267/10379/9063/1374/1612/1445/79820/55741/1395/2146/54328/30837/51780/1240/1036/8826/11240/22914/496/11335/5825/25822/1238/219699/83590/26686/6041/5595/2261/5734/7436/2887/128178/111/552/353376/571/5313/51389/249/768/29085/10242/2104/54977/6331/144233/120103/94027/5336/4016/324/57707/8837/5707/2719/284/8357/4659/9414/5797/80777/80149/8350/5019/5439/1605/55885/25/151449/5983/1361/7314/10478/8303/205/8835/3291/83666/80139/1439/55818/1268/8877/57048/84524/8503/5603/7855/8473/4848/6505/1839/7048/24145/23114/27202"
"GO:0065008","GO:0065008","regulation of biological quality",128,"128/663","127833/10190/6572/1182/29108/216/8660/80115/2264/8829/246/5657/2281/57657/81628/81704/83849/9261/10243/3383/55327/109/22997/9026/126567/57572/23468/7018/2099/79574/1267/6670/11261/1374/54499/65012/1445/10699/26504/55802/483/2146/10590/2568/6792/1036/23348/602/22914/5890/114571/496/389941/57599/63895/124976/8863/6041/5595/5734/134430/27344/10111/64377/55531/6326/406955/2191/1180/111/30812/271/552/6010/930/66002/29085/114897/10242/1428/10396/85477/54977/6331/203245/9990/440503/5336/7755/8301/80119/285590/51804/83548/29958/5707/1071/284/8357/160335/9414/80149/8350/5019/275/1605/25/4188/1054/5983/1361/7314/26058/51061/8835/3291/9498/1268/51/57048/150465/84524/85464/290/6505/23171/53944/27202"
"GO:0065009","GO:0065009","regulation of molecular function",120,"120/663","1062/29108/216/8660/51035/2264/8829/5657/2281/81704/6695/22933/9261/340061/3383/255324/1718/259173/109/10294/9026/57572/202151/990/57332/2099/23145/9858/255057/1676/55188/11261/63935/1612/1445/55802/483/55105/3486/2146/9265/30837/221178/338872/55697/995/1240/6792/23348/8826/602/653268/90853/9905/22914/27148/23397/10110/9175/57628/80824/5595/2261/27344/7436/10111/161253/55531/9743/4616/111/552/395/55255/51389/7329/29085/10242/2958/663/115703/8190/115727/440503/94027/5336/9684/8301/80119/9329/324/285590/8837/2719/284/4659/80149/51112/1605/146923/25/30820/4188/151449/11116/1054/5983/7314/8835/83666/1439/81566/1268/8877/8503/7855/1839/7048/23171/55917"
"GO:0006950","GO:0006950","response to stress",116,"116/663","79792/51283/29108/51035/51465/8829/246/7416/5657/2281/81704/51715/84750/22933/6649/9261/340061/3383/200933/9755/1718/2687/6196/161725/10294/3661/57572/115362/57332/23468/2099/10219/10379/1612/8408/54499/1445/55741/2146/4913/27301/995/3978/1036/23348/602/26263/22914/5890/10110/26574/25822/1238/9175/23332/57599/83590/9240/6041/5595/5734/27344/10111/6326/406955/2191/4616/552/353376/571/5313/930/51389/768/7329/114897/121642/9990/160418/10621/5336/9684/80119/55706/324/57707/8837/5707/8357/5495/80149/8350/5019/5439/1605/25/1054/5983/1361/7314/26058/51061/3291/83666/1268/8877/5603/7855/4848/1839/7048/24145/10623/7482/2110/27202"
"GO:0023051","GO:0023051","regulation of signaling",115,"115/663","51283/29108/8660/2264/8829/246/2281/9261/3383/255324/22997/161725/9026/2549/3661/442890/2099/51379/79574/23390/55188/11261/9063/1374/1612/1445/10699/483/3486/128869/2146/10590/9265/30837/221178/338872/1240/6247/8826/11240/602/653268/219287/205147/27148/9289/9175/219699/80824/6041/5595/2261/10111/51523/9743/406955/2887/4616/111/552/6010/63923/353376/79971/395/930/51389/7329/29085/124583/114897/9736/26005/115703/8190/10254/247/4100/115727/440503/94027/9684/7755/324/9139/8837/5707/2719/284/5495/80149/5019/1605/55885/25/4188/151449/5983/7314/51277/8835/83666/80139/23623/1268/8877/7855/8473/4848/1839/7048/23171/10988/7482/27202"
"GO:0051239","GO:0051239","regulation of multicellular organismal process",109,"109/663","127833/79792/29108/51465/5915/8829/2281/6695/22933/9261/340061/3383/9026/2549/3661/202151/115362/442890/2099/10743/79574/9063/1445/10699/1674/483/4610/2146/54328/1240/6792/8826/602/26263/84466/22914/23187/9289/23332/8863/5595/5734/134430/7436/10443/9398/406955/2191/30812/552/63923/353376/114897/10242/85477/247/166336/10409/6331/10621/5336/8301/6526/9139/285590/8837/51804/5707/2719/284/8357/5495/9414/5797/29993/80149/8350/6988/1605/25/10090/30820/151449/1054/1361/7314/8835/80139/55818/55109/1268/8877/150465/84524/1716/5603/7855/85464/4848/6505/1839/1209/7048/23171/24145/51043/10623/7482/27202"
"GO:0009892","GO:0009892","negative regulation of metabolic process",107,"107/663","79171/29108/8660/51035/51465/5915/7416/2281/56271/81628/5481/6695/22933/9261/6668/1718/64412/3661/990/57332/23468/442890/2099/23145/9858/1676/6670/11261/63935/1612/1445/55802/55105/3486/2146/30837/7022/94234/1822/8826/602/90853/64207/11335/26574/25822/80824/22807/8863/6041/60468/27344/7436/10111/51523/10443/406955/2887/4616/30812/571/7329/9683/1428/400961/10409/4100/144233/440503/7755/8301/80119/55706/324/9139/8837/51804/5707/2719/284/8357/4659/80149/8350/5439/1605/55885/25/4188/11116/1361/7314/26058/8835/83666/80139/55818/81566/1268/84524/10943/84749/8473/4848/1839/23171/51043"
"GO:0009893","GO:0009893","positive regulation of metabolic process",107,"107/663","1062/29108/8660/2264/5915/8829/246/2115/143244/22933/9261/340061/22887/3383/255324/109/9026/166793/3661/5453/990/57332/2099/10743/51379/6670/2020/11261/9063/1374/1612/8408/1445/3486/55741/2146/7022/6689/55697/8826/11240/602/26263/22914/64207/26574/26586/9175/57599/22807/56970/6041/5595/2261/7436/10111/406955/4616/111/23451/30812/552/571/7329/114897/2958/2104/160418/144233/440503/5336/7755/25897/8301/324/285590/26298/8837/51804/2719/284/8357/10262/4659/80149/8350/1605/25/151449/1054/5983/7314/26058/51277/57591/83666/55818/81566/8877/84524/7855/6199/8473/1839/7048/51043/27202"
"GO:0032879","GO:0032879","regulation of localization",101,"101/663","127833/79792/29108/8660/51465/8829/246/5657/2281/57657/56271/81704/5481/83849/340061/3383/9026/126567/2549/3661/442890/7018/255057/11261/1374/1612/1445/10699/483/3486/55741/54328/221178/1240/8826/11240/9905/22914/54471/10110/9289/23332/57628/6041/5595/5734/161253/55531/6326/406955/2887/1180/111/552/63923/79971/930/29085/114897/10396/85477/247/6331/440503/5336/7755/8301/324/125170/51804/1071/2719/284/4659/5797/29993/80149/5019/5501/51112/1605/146923/25/30820/11116/1361/51277/83666/80139/1268/8877/285605/150465/8503/7855/1839/7048/23171/24145/55917/27202"
"GO:0033036","GO:0033036","macromolecule localization",100,"100/663","79792/29108/8660/51465/8829/81930/2281/143244/5481/51715/84750/340061/10243/54332/1718/55327/51634/3661/202151/115362/7018/2099/2733/23390/11261/1374/8408/1445/55802/483/55741/128869/2146/84747/8826/602/9905/114571/54471/5825/57628/80824/124976/5595/5734/203062/7436/55531/9885/111/5191/353376/79971/1434/29085/114897/26005/115703/8190/10254/10396/85477/247/26515/11309/440503/8301/55706/324/285590/125170/51804/83548/1071/284/152789/10612/29993/80149/5019/51112/1605/146923/25/4188/79989/51277/10478/83666/1268/54680/285605/7855/129303/353238/7048/23171/24145/23114/27202"
"GO:0009056","GO:0009056","catabolic process",90,"90/663","51283/1577/29108/216/8660/51035/51465/7416/5657/51715/22838/84750/22933/9261/200933/130507/2687/161725/202151/1676/1267/11261/1374/1612/8408/55802/64064/55741/10993/4913/51573/1036/26263/283807/5825/5095/83590/6041/5595/7436/406955/2191/5191/112479/5313/55255/66002/7329/51102/4329/663/128387/9736/9683/84706/1428/79873/10254/84842/160418/440503/5336/2329/25897/55706/324/29958/5707/2719/84727/80149/5019/275/25/7314/26058/10478/9140/1268/51/8877/7855/84749/129303/8473/4848/290/23171/51365/2110"
"GO:0009653","GO:0009653","anatomical structure morphogenesis",87,"87/663","127833/8660/2264/5915/8829/2115/51715/22887/3383/255324/200933/55327/64412/2549/2099/1267/6670/344022/8408/26504/30837/94234/3978/6247/6792/8826/602/57624/54471/23187/9289/219699/23332/57599/5595/2261/134430/7436/406955/2191/2887/5191/30812/63923/79971/249/768/8214/79983/26005/166336/10409/6331/9990/8301/285590/125170/8837/51804/5707/2719/284/5797/29993/80149/6988/1605/25/10090/4188/151449/1361/7314/55109/8877/150465/4135/7855/85464/4848/283284/290/1839/7048/23114/7482/53944"
"GO:0051641","GO:0051641","cellular localization",85,"85/663","1062/127833/6572/51465/8829/81930/2281/51715/83849/84750/340061/10243/54332/55327/51634/126567/202151/2099/2733/11261/1374/1445/55802/483/55741/128869/2146/8826/602/26263/9905/54471/23332/57628/80824/5595/60468/203062/55531/111/5191/353376/79971/930/1434/29085/26005/8190/10254/85477/727851/26515/440503/5336/8301/55706/324/285590/125170/51804/83548/284/4659/29993/80149/5019/5501/51112/1605/146923/25/11116/79989/7314/400966/51277/83666/285605/150465/4135/7855/129303/353238/23171/23114"
"GO:0044085","GO:0044085","cellular component biogenesis",84,"84/663","1062/79792/29108/23093/80115/8829/246/54059/5481/51715/22933/3383/200933/1308/9026/115362/2099/3010/79574/344022/11261/1374/8408/221178/84747/6247/8826/27148/5890/26574/83743/25981/23187/23332/6041/5595/5734/134430/23451/8971/28987/112479/142891/395/114897/79983/25923/2958/26005/8190/10254/85477/4016/8301/55706/324/285590/125170/8837/51804/284/8357/64979/56123/80149/8350/51112/1605/25/11116/79989/7314/80139/9140/54680/65008/7855/85464/4848/283284/6505/24145/23114/51298"
"GO:0044281","GO:0044281","small molecule metabolic process",79,"79/663","10190/216/8660/2264/54995/246/51715/9453/84750/9261/79717/10243/1718/2687/109/1267/11261/1374/64064/3486/10993/4913/51573/1036/5825/5646/5095/51363/5595/7436/10111/9885/111/84532/5191/271/552/5313/768/66002/7329/51102/4329/114897/663/84706/1428/55229/79873/247/84842/440503/5336/6526/55706/5707/1071/284/9414/5019/833/7264/275/10090/60490/10478/205/137362/83666/55818/2224/1268/51/8877/6897/1716/8473/23171/2110"
"GO:0050793","GO:0050793","regulation of developmental process",79,"79/663","127833/5915/8829/2281/6695/22933/3383/2549/202151/442890/2099/10743/9063/4610/3486/2146/54328/1240/6792/8826/26263/84466/54471/23187/9289/23332/2261/134430/7436/10443/9398/406955/30812/63923/663/85477/247/166336/10409/324/9139/285590/125170/8837/51804/5707/1071/2719/8357/9414/5797/29993/80149/8350/6988/1605/55885/25/10090/151449/1361/7314/8835/80139/55818/55109/1268/8877/150465/84524/1716/7855/85464/4848/1209/7048/51043/7482/53944"
"GO:0048584","GO:0048584","positive regulation of response to stimulus",79,"79/663","29108/8660/2264/8829/246/2281/9261/340061/3383/255324/22997/9026/2549/3661/115362/57332/2099/51379/23390/1445/3486/55741/2146/1240/8826/22914/27148/9289/9175/219699/6041/5595/2261/5734/51523/406955/2887/4616/353376/79971/395/930/51389/7329/29085/124583/114897/9736/247/10621/115727/5336/9684/7755/8837/5707/2719/284/80149/5019/55885/25/151449/1054/1361/7314/51277/8835/83666/23623/1268/8503/5603/7855/1839/7048/10623/7482/27202"
"GO:0009605","GO:0009605","response to external stimulus",77,"77/663","79792/29108/8660/8829/5657/2281/2115/22933/9261/340061/3383/54332/161725/2549/3661/115362/2099/1267/10379/8408/1240/6247/11240/602/26263/22914/496/5646/1238/219699/23332/63895/8863/6041/5595/5734/27344/7436/2191/2887/552/6010/353376/5313/930/249/114897/10621/115727/5336/4016/284/5495/5797/80149/5019/5501/1605/25/151449/1361/3291/83666/1439/1268/57048/5603/7855/8473/1839/7048/24145/10988/10623/23114/7482/27202"
"GO:0008219","GO:0008219","cell death",73,"73/663","79792/51283/29108/3881/8660/2264/5915/8829/7416/81628/81704/5481/22933/340061/3383/1718/6196/3853/9026/9119/3661/2099/1676/2020/11261/1612/3486/1822/602/84466/10110/26574/26586/219699/3883/9240/5595/2261/6326/2191/4616/30812/353376/1434/663/85477/247/203245/94027/5336/7755/8301/324/57707/8837/51804/284/80149/25/151449/7314/8835/81566/1268/8877/57048/84524/4359/7855/8473/7048/3889/3892"
"GO:0006928","GO:0006928","movement of cell or subcellular component",72,"72/663","1062/29108/23093/8660/2264/8829/81930/5657/56271/2115/81704/6695/84750/3383/200933/109/2549/442890/6273/23046/1674/483/3486/54328/30837/221178/1240/6792/8826/11240/84466/22914/27148/5646/25981/9289/219699/23332/124976/5595/5734/7436/406955/2191/2887/5191/30812/2993/63923/29085/10396/247/6331/324/51804/284/5797/80149/1605/25/151449/11116/79989/7314/83666/80139/8877/1839/7048/23171/23114/27202"
"GO:0048585","GO:0048585","negative regulation of response to stimulus",64,"64/663","51283/29108/51035/2264/51465/8829/246/2281/22933/3383/161725/3661/442890/2099/11261/9063/1612/1445/3486/2146/30837/11240/602/22914/219287/219699/23332/80824/2261/5734/2191/2887/63923/353376/29085/114897/10254/4100/144233/440503/9684/324/9139/57707/8837/5707/2719/284/5495/80149/1605/55885/25/4188/1361/7314/8835/1268/4848/1839/7048/23171/51043/27202"
"GO:0023056","GO:0023056","positive regulation of signaling",61,"61/663","29108/8660/2264/8829/246/9261/3383/255324/22997/9026/2549/3661/2099/51379/23390/1445/3486/2146/10590/8826/27148/9289/9175/219699/5595/2261/51523/406955/2887/4616/353376/79971/395/930/51389/7329/29085/124583/114897/9736/247/115727/7755/8837/5707/2719/284/80149/5019/55885/25/151449/7314/51277/8835/83666/23623/7855/1839/7482/27202"
"GO:0051240","GO:0051240","positive regulation of multicellular organismal process",61,"61/663","127833/79792/29108/5915/8829/2281/22933/9261/340061/3383/2549/3661/115362/2146/6792/8826/602/22914/23187/23332/5595/5734/7436/10443/9398/406955/30812/552/353376/114897/85477/247/10409/10621/5336/8301/9139/285590/8837/51804/284/29993/80149/1605/25/151449/1054/1361/8835/80139/55109/1268/8877/5603/7855/6505/1839/7048/24145/10623/7482"
"GO:0006955","GO:0006955","immune response",59,"59/663","79792/29108/246/5657/22933/9261/340061/3383/10216/6668/9755/1308/161725/3661/115362/25797/2099/10219/10379/1612/1445/1240/8826/11240/602/22914/5646/1238/9240/124976/6041/5595/5734/353376/930/29085/124583/10396/7087/10621/5336/9684/80301/5707/284/80149/25/1054/1361/7314/83666/1268/7855/84514/290/51043/10623/23114/27202"
"GO:0007267","GO:0007267","cell-cell signaling",57,"57/663","127833/6572/8660/8829/7416/2281/83849/55327/22997/126567/2099/9228/1267/85376/1374/10590/7022/2568/219287/205147/9289/2261/2887/111/63923/79971/8572/29085/114897/2825/56147/10242/9736/9229/166336/6331/9990/94027/5336/324/5707/2719/56123/5019/25/4188/7314/10023/80139/1268/4359/7855/290/6505/24145/7482/53944"
"GO:0048870","GO:0048870","cell motility",57,"57/663","29108/23093/8660/2264/8829/5657/56271/81704/6695/84750/3383/200933/109/2549/442890/6273/483/3486/54328/30837/221178/1240/6792/8826/11240/84466/22914/5646/25981/9289/23332/124976/5595/5734/406955/2191/5191/30812/2993/63923/29085/10396/247/324/51804/284/5797/80149/1605/25/11116/83666/80139/8877/1839/7048/27202"
"GO:0051674","GO:0051674","localization of cell",57,"57/663","29108/23093/8660/2264/8829/5657/56271/81704/6695/84750/3383/200933/109/2549/442890/6273/483/3486/54328/30837/221178/1240/6792/8826/11240/84466/22914/5646/25981/9289/23332/124976/5595/5734/406955/2191/5191/30812/2993/63923/29085/10396/247/324/51804/284/5797/80149/1605/25/11116/83666/80139/8877/1839/7048/27202"
"GO:0007049","GO:0007049","cell cycle",56,"56/663","1062/81930/2009/22933/255324/1718/6196/166793/202151/990/23468/442890/51379/2146/27301/995/84617/3978/8826/5890/23397/11335/26574/26586/23332/5595/10111/2191/4616/84861/571/7329/91750/26005/79848/247/54784/55706/324/5707/4659/29993/5501/51112/25/11116/5983/7314/26058/80139/8877/150465/5603/4848/5891/64343"
